m.11725	118	0.666666666666667	0.5	0	1	0	0	0
m.11734	369	0	0	0	0.5	0	0	0
m.11740	629	2	0.5	0	0.5	1	0	0
m.11744	384	2	2	1	1	0	0	2
m.11754	237	4.66666666666667	3.5	4.5	4.5	3	4	3.5
m.11767	390	0.333333333333333	0	1.5	0	0	0	0.5
m.1177	593	0	0	1	0	0	0.5	0
m.11786	188	5.33333333333333	5	0.5	4.5	0	1.5	0
m.11819	281	2	2	1	1.5	1.5	0.5	0.5
m.11820	1432	0.333333333333333	0.5	0	1	0.5	0	1.5
m.11826	566	2.66666666666667	2	3	3	0.5	1	0.5
m.11831	212	2.66666666666667	2.5	4.5	1.5	1	4	4.5
m.11832	897	8.33333333333333	11	4.5	7	7	2	3.5
m.1184	205	1	0.5	0	0.5	0	1	0.5
m.11842	252	4.33333333333333	1.5	16	2	3	9	0
m.11876	224	0.666666666666667	1.5	0	2	1	0	0
m.1188	293	4.33333333333333	5.5	3	5.5	5	1.5	2.5
m.11881	218	0	0	0.5	0	0	0	0.5
m.11907	647	1.66666666666667	2.5	0	1.5	0	0	0
m.11916	339	0	0	0	1	1	0	0
m.11921	315	1.33333333333333	3.5	4.5	5.5	3.5	3.5	2
m.11924	283	0.333333333333333	0.5	2	0.5	0	2	0.5
m.11933	202	0	1	0	0	0	0	0
m.11960	265	1.33333333333333	1.5	0	1	0	0	0
m.11993	245	1	1	0	1	0	0	0
m.11995	326	3.66666666666667	4.5	1.5	5.5	4	2	0.5
m.12002	156	1.33333333333333	3	1.5	1	0	1	0
m.12007	433	10	8.5	6	6.5	6	5	1.5
m.12009	511	1	1	0	2	0	0	0
m.12035	180	2.33333333333333	2	1	2.5	0	0.5	0
m.12048	569	14	16.5	8	10.5	3.5	5.5	2
m.12056	309	2.33333333333333	2.5	1	3	0.5	0.5	1
m.12097	491	0	0	0.5	0.5	0.5	0	0
m.12124	155	0	0	1.5	0	0	2	0.5
m.12129	447	126.333333333333	138	39.5	96.5	57.5	32	20
m.1215	381	6	9.5	6.5	4	1	3.5	5
m.12175	403	4	6	4	6.5	1	2	1.5
m.12185	535	2.66666666666667	4	3	3.5	2	1.5	3
m.12204	184	1.66666666666667	0	0	0	0	0	0
m.12229	471	23.3333333333333	24	15.5	25.5	15.5	14	9
m.1223	739	2.33333333333333	3	1	2.5	2.5	1	1
m.12238	232	16.3333333333333	21	9.5	17	9.5	6.5	6
m.1225	1047	0	0.5	1.5	0.5	0	0.5	1.5
m.12306	644	1	1.5	0	2	0	0.5	1
m.12319	389	0	0.5	0	0	0	0	0
m.12326	225	0	0	1	0	0	0	0
m.12334	1458	2	1.5	1	1	0.5	0	0.5
m.1235	511	0	0.5	0	2.5	0.5	1	0.5
m.12364	195	0.333333333333333	0.5	0	0	0	0	0
m.12366	358	0	0.5	0	0.5	1	0	0
m.1238	450	1.33333333333333	2.5	1.5	3	1.5	2.5	0.5
m.12417	694	2.33333333333333	2.5	2	1.5	0	0.5	0.5
m.1242	255	5	3.5	1.5	3.5	3.5	1.5	2.5
m.1245	204	21.6666666666667	24	11	22.5	19	9.5	11.5
m.1249	263	14	15	11	7.5	1.5	12	13
m.12517	148	1.66666666666667	1	0	2	0	0	0
m.12521	914	13	12.5	9.5	19.5	9	5	3.5
m.12530	378	0	0	0	0	0	0.5	0.5
m.12550	201	5	5	2	3.5	3.5	1	1.5
m.12589	426	1.33333333333333	2	1.5	3	2.5	0.5	0.5
m.12606	311	1.33333333333333	1.5	0	1	1	0	0
m.1261	196	1	2.5	0	0	0	0	0
m.12631	255	0	0	1	0	0	0.5	0.5
m.12641	187	2	1	0	0	0	0	0
m.12642	195	33.6666666666667	33	32.5	29	14.5	30	17.5
m.12643	211	0.666666666666667	0	1.5	0	0	1	0
m.12648	162	1.33333333333333	1.5	0	0.5	0	0	0
m.1265	381	1.33333333333333	0	0	0	0	0	0
m.12659	176	1	1.5	0	0	0.5	0	0
m.12662	470	11.3333333333333	11.5	2	14	13	1.5	0
m.12676	293	1.33333333333333	2	2	1	0.5	2	1
m.12686	459	2	3.5	3	1.5	1	2	3
m.12690	150	0.666666666666667	1	0	0.5	0	0	0
m.12693	1749	0	0	16.5	8	6	10	9
m.12695	530	0.333333333333333	0	0	0.5	0	0	0
m.12698	142	4.33333333333333	6	5.5	4	3.5	4.5	5
m.12699	199	10.3333333333333	8.5	5.5	12	9.5	4.5	5
m.12700	435	0.333333333333333	0	0	0	0	0	0
m.12707	398	3	0.5	0	0	0	0.5	1
m.12709	550	9.66666666666667	10	4.5	6.5	3	5	2.5
m.12711	510	7.33333333333333	9.5	2	2	1.5	2.5	1
m.12713	362	0	0	0.5	0	0	0	0.5
m.12716	167	3.33333333333333	1	1	1	0	0.5	0
m.12721	179	0	0	3	0.5	1.5	1.5	1.5
m.12722	407	0	0	1.5	0	0	0	0
m.12724	296	1.33333333333333	2.5	0	2.5	5.5	0	0
m.12725	224	5	4.5	6	3.5	1.5	6	3.5
m.12731	191	0	0	0.5	0	0	0	0
m.12732	698	39	43	15.5	25	12.5	13.5	12
m.12733	700	10	10.5	4.5	9.5	5	2.5	2.5
m.12737	490	0	0.5	0	1	1	0	0
m.12740	434	6.66666666666667	7	3.5	5	3.5	3	3
m.12744	483	3.33333333333333	4	2	2.5	3	1	1.5
m.12749	100	0	0	5	0	0	0	4
m.12757	255	9.33333333333333	7	6.5	6.5	4	6	5
m.1276	494	1.33333333333333	1	0.5	1	0.5	0.5	1
m.12762	252	27.3333333333333	25.5	11.5	13.5	12.5	3.5	10.5
m.12764	395	4.66666666666667	4	1	3	1	0	0.5
m.12769	144	0	0	0	1.5	0	0	0
m.12770	763	3.66666666666667	5	0.5	1.5	1.5	1.5	1
m.12778	145	0	0	0	0	0	1	0
m.12781	500	1.33333333333333	1.5	0	1	0.5	1	0.5
m.12783	327	0.666666666666667	0	0	2	0	0	0
m.12784	410	0.666666666666667	0	0	0	0	0	0
m.12790	138	6	5.5	2.5	4	1	1	2.5
m.12795	196	3.33333333333333	2.5	0.5	2	1	0.5	0
m.12796	156	7.33333333333333	8	4.5	9	4.5	2	4.5
m.12799	378	0	0	1	0	0	2	1
m.1281	317	0.333333333333333	1	0.5	1.5	0.5	0	0.5
m.12810	529	10.6666666666667	12.5	2	7	0	1.5	0.5
m.12813	219	3.33333333333333	5	4.5	5.5	5	1.5	1.5
m.12818	193	5.66666666666667	5.5	8	3.5	5	7	6
m.12824	377	21.6666666666667	22	11	17.5	7	3.5	6
m.12825	688	1.66666666666667	1.5	0.5	0.5	0	0.5	0.5
m.12826	335	0.333333333333333	1.5	0	0	0	0	0
m.12829	263	1	2	0	1	0.5	0	0
m.1283	112	3.33333333333333	3	2	3.5	2	1	0.5
m.12839	312	1.33333333333333	3.5	3	1.5	0	0.5	0
m.12855	170	0	0	0.5	0	0	0	0
m.12859	409	1.33333333333333	1.5	2	1	0	1	1.5
m.1286	2829	315	312	271.5	269.5	155.5	281.5	172.5
m.12872	385	7	4.5	4	6	2.5	1	2.5
m.12887	415	1	1	1	1	0	0.5	0
m.12890	232	2	1.5	1.5	1.5	0	0.5	0.5
m.129	503	3.66666666666667	2.5	0	3	2	0	0
m.12917	415	6.66666666666667	7	1.5	5	2	0.5	0.5
m.12924	284	0	0	1	0	0	0.5	0
m.12925	307	0	0	1.5	0	0	1	1
m.12931	406	0	0	1	0	0	0	1
m.12936	320	0	0	0.5	0	0	0.5	0.5
m.12941	323	5	7.5	2.5	7.5	1.5	1.5	1
m.12942	291	0.666666666666667	0.5	0	0	1	0	0
m.12945	765	0.333333333333333	0	1	0	0	0.5	0
m.1296	468	3	4	4	1.5	1	0.5	2.5
m.12970	372	6.33333333333333	8.5	3.5	6	1	0	2.5
m.12976	264	4.33333333333333	4.5	1	3	1.5	1	0.5
m.12982	418	2.66666666666667	4.5	0.5	4	1.5	1	0
m.12989	486	0	0	0.5	0	0	0	0
m.12991	100	35.3333333333333	37.5	26.5	25.5	16	19.5	18
m.12999	500	0.666666666666667	0.5	0	0.5	0	0	0
m.13002	220	1	1.5	0	1	0	0.5	0.5
m.1301	177	0.333333333333333	1.5	4	0.5	0	5	3
m.13014	751	0	0	0.5	0	0	0.5	0
m.13026	699	1.66666666666667	1	2.5	0	0.5	0	0
m.13039	212	2.66666666666667	3	2	1	1.5	2.5	2
m.13041	309	1.33333333333333	0.5	0	2	0	0.5	0
m.13047	186	10	9	1.5	5.5	5	0	0
m.13050	236	1	1.5	5.5	1	0	0.5	1.5
m.13061	1080	0.666666666666667	0	0.5	0.5	0	0	0
m.13075	235	1.66666666666667	1.5	0	1	1	0	0
m.13076	445	2.33333333333333	4.5	0.5	7	1.5	0	1
m.13078	280	5	2	1	1	2	4	2
m.13082	610	0	0	0.5	0	0	0	1
m.13085	424	1.33333333333333	3.5	4.5	2	2	0	1.5
m.13089	190	1.33333333333333	1.5	3.5	1	1	2.5	3
m.13090	174	1.33333333333333	3.5	1	1	0	0	0
m.13091	557	0	1	0.5	0.5	0	0.5	0
m.13094	265	3.33333333333333	3	0	1.5	1	0	0
m.13107	529	1	1.5	0.5	1	1	0.5	0.5
m.13119	549	7	6	6	5.5	1.5	0	1.5
m.13131	436	4.66666666666667	5.5	5	3	3.5	4	2.5
m.13133	304	13.3333333333333	13	7	11.5	11.5	1.5	2
m.13136	222	0.666666666666667	1	0	0	0	0	0
m.13137	647	1	1	0	1.5	0	0	0
m.13144	312	0	0	0.5	0.5	0	0	0
m.13171	608	0.666666666666667	0	0.5	1	0	0.5	0
m.13180	357	9.33333333333333	8	2	4	1.5	1	2
m.13191	264	0	0	1	0.5	0	0	2.5
m.13193	278	2	2	0	0.5	0	0	0
m.13197	189	6.33333333333333	6	1.5	4.5	2.5	0.5	0
m.132	146	7	5.5	0	2.5	1	0	0
m.1320	427	0.333333333333333	0	0	0.5	0	0	0
m.13206	240	3	3.5	4.5	5	1.5	1.5	0
m.13222	200	3.33333333333333	4.5	0	2.5	3.5	0	0
m.13224	649	0	0	0	1	0.5	0	0
m.13226	326	8	6.5	1	7	3	1.5	1.5
m.13233	253	0	0	7	0	0	2	4.5
m.13240	197	1.66666666666667	2.5	2	4	1.5	0.5	2
m.13248	748	0	0	0	0	0	1	0.5
m.13278	257	2	2	0	0	0	0	0
m.1328	203	1	2	0	1.5	1	0	0
m.13288	883	1	0	0.5	0	0	0.5	0
m.13292	122	0	0	0.5	0	0	0	0
m.13295	297	1.66666666666667	1	0	0.5	0.5	0	1
m.133	397	0.666666666666667	0	0	0	0	0	0
m.13300	320	0.666666666666667	0	0	0	0	0	0
m.13303	395	0.333333333333333	0	0	1.5	0	0	0
m.13314	295	6	5.5	3.5	4.5	1	1.5	3
m.1334	391	1.33333333333333	0.5	0.5	0	0.5	0	0
m.13356	586	1	1	0	1.5	0	0	0
m.13371	1200	11.3333333333333	14	5	10.5	6.5	3	5
m.1339	464	13	15	2.5	19.5	11	2.5	4
m.134	169	0	0	1	0	0	1	0.5
m.13401	174	19	13	0	10.5	9.5	0	0
m.13423	531	4.33333333333333	5	2	5.5	4.5	2	2.5
m.13425	114	0.333333333333333	0.5	0	0.5	0	0	0
m.13427	257	0.666666666666667	0.5	0	1	0.5	0	0
m.13436	653	1	1	4.5	2	1.5	3	2.5
m.13442	270	0	0	0.5	0	0	0	0
m.13443	372	25.3333333333333	26	32	21	10	16	11.5
m.13444	605	3.33333333333333	5.5	1.5	2.5	2.5	0.5	1.5
m.13446	104	0	0	0.5	0	0	0	0
m.13448	293	1	1	3	1	0	4.5	1
m.1346	158	13.3333333333333	15	4.5	12	9	2.5	3.5
m.13471	151	1.66666666666667	4.5	4.5	1.5	2	5.5	3
m.13475	469	2	1.5	3	2	1.5	3	4
m.13476	183	1.33333333333333	1.5	1	2	1	1	0
m.13486	292	16	19.5	12.5	14	5.5	9	10.5
m.13488	163	1	2	0	1.5	0.5	0	0
m.13490	255	1.66666666666667	2	1.5	3.5	2	1	2
m.13513	367	0	0	0.5	0	0	0.5	1
m.13514	432	1.66666666666667	1	1	2.5	1.5	1	0
m.13516	189	6.66666666666667	8	6.5	9.5	5.5	6	2
m.13531	269	0.333333333333333	0	0	0.5	0	0	0.5
m.1355	1555	8.66666666666667	9	3.5	4	3.5	2.5	3.5
m.13551	300	0.333333333333333	0	0	1	0	0	0
m.13552	557	0.333333333333333	1	0	1	0	0	0
m.13557	339	4	4.5	1.5	3	1.5	2	0
m.13574	515	2.33333333333333	2.5	1.5	2	0.5	0	0.5
m.13590	549	24.6666666666667	29	6.5	22	12.5	6	8
m.136	295	1	0.5	1	0	0	0	0.5
m.1360	125	0	0	0	0.5	0	0	0
m.13600	162	0	0	0.5	0	0	1	0
m.13617	393	1.66666666666667	2.5	0	0.5	0	0	0
m.13622	146	0	0	1.5	0	0	2	1.5
m.13637	665	0	0	2	0	0	2	1
m.13638	869	0	0.5	0	1	0.5	0	0
m.13659	548	1	0.5	1.5	1	1	0.5	0.5
m.13680	770	0.333333333333333	0	1	1	1	0	0.5
m.1369	374	54.6666666666667	66	49	51.5	20	35.5	34
m.13710	208	0.666666666666667	1.5	2	1	0	0	1
m.13713	611	0	0	0.5	0	0	0	0
m.13720	455	0.333333333333333	0.5	0	1	0	0	0
m.13742	710	0	0	0.5	0	0	0	0
m.13743	311	7.66666666666667	8	9.5	8	2.5	5	2
m.13744	138	0.333333333333333	2	1	0.5	1	0.5	0
m.13753	335	2	2.5	0.5	1	0.5	0	0
m.13791	176	1	0	0	1.5	2	0	0
m.13796	395	0.666666666666667	1.5	1	1.5	0	0	0
m.13801	461	0.333333333333333	1	0	0.5	0	0	0.5
m.13811	436	1.66666666666667	2	1.5	2	1.5	1	0
m.13825	135	0	0	6.5	0	0	4	6
m.13833	263	0.333333333333333	0	0	0.5	0	0	0
m.13842	680	16	13	10.5	14.5	10.5	6.5	12.5
m.13862	447	1.33333333333333	3	2.5	0	0	2.5	1.5
m.13863	1106	18	17.5	12.5	11.5	2	4	4.5
m.13885	1031	0.666666666666667	0.5	0	0	0	0	0
m.139	190	4	3.5	2	3.5	2.5	2	1.5
m.1390	448	7.66666666666667	7.5	10	8.5	2.5	5	7
m.13903	193	0	0	0	0	0	0.5	0
m.1391	160	2.66666666666667	3	0	0.5	0	0	0
m.1396	509	3	1.5	1	1.5	0.5	0	0
m.1397	335	0	0	0	0	0	0	0.5
m.13977	445	17.6666666666667	17.5	6	18.5	10.5	7	3
m.13983	547	0	0	0.5	0	0	0.5	0.5
m.13989	401	0	0	0.5	0	0	1	0
m.1408	226	6	7	1.5	7	4.5	1	2
m.14083	1506	2	1	0	2	1.5	0	0.5
m.141	436	36.3333333333333	35.5	15	33.5	20	11.5	8
m.14108	268	1.33333333333333	2.5	0.5	1.5	1.5	0	0
m.14109	662	3.66666666666667	3.5	0	2.5	1	0.5	0
m.14118	397	0	0	0	0	0	0.5	0.5
m.14128	211	15	18	8.5	16	8.5	8	5.5
m.1413	338	9	8	5.5	7.5	3.5	4	3.5
m.14152	569	1	1	1.5	1	0	0.5	0
m.14201	145	0	1	0.5	1	0	0	0
m.14213	220	4	4.5	1.5	3	1.5	0.5	0
m.14242	428	0	1	0	0	0	0	0
m.14255	219	7	6	2.5	5	3	1.5	3
m.14269	430	3	3	0	6	1	1	0
m.14282	326	1	0	1	1.5	0.5	1	0
m.14297	518	1	2	1.5	1	0	0.5	0
m.14312	960	15	14.5	8.5	13	5.5	3	8.5
m.14349	643	2	3	0.5	0.5	0	0.5	0
m.14355	846	17.6666666666667	17.5	11	18	6.5	9.5	8
m.1436	550	37.3333333333333	38	21.5	29	25	19	13.5
m.1437	515	1	0.5	0.5	0	0	0	0
m.14375	119	1.66666666666667	2	1	2.5	0	0.5	0
m.14377	379	0	0	2	0	0	1.5	1
m.1440	833	3.66666666666667	1.5	1	3.5	0.5	0	0.5
m.14422	417	0	2.5	4	2	0	1.5	3
m.14437	204	0	0	1	0	0	0.5	0
m.14438	273	2	3.5	4	0.5	0.5	2	1
m.14458	126	4.33333333333333	4.5	21	4	2	5.5	25
m.14465	536	0	0.5	0.5	3	1	0.5	1
m.1447	450	2.33333333333333	1.5	0.5	1.5	0	1	0
m.14490	140	2.33333333333333	3	3	2	2	0.5	1
m.145	467	0.666666666666667	1	1	0.5	0	1.5	0
m.14510	507	0.333333333333333	0	0	0	0	0	0
m.1454	475	3.33333333333333	4	2.5	6	2	3	1
m.14543	392	1	2	3.5	1.5	0	0.5	0
m.1456	431	1.66666666666667	1	4	2	1.5	2	1
m.14575	826	0	0	0	0	0	0.5	0
m.14602	310	0	0	3.5	0	0	1.5	0
m.1461	469	2	2	1.5	2	1	2	2.5
m.14620	195	0	0	0.5	0	0	0.5	0.5
m.1463	394	4.33333333333333	2.5	4.5	3	1.5	1	2
m.14644	589	0	0	0	0	0	0.5	0
m.14672	359	0	0	1	0	0	0	0
m.14712	256	1.33333333333333	2.5	0.5	1	1	0.5	0.5
m.1472	277	4.33333333333333	5.5	3	5.5	3	1.5	2
m.1473	555	12.6666666666667	17	5.5	7	3	4.5	2.5
m.14738	152	3.33333333333333	3	0	3	3.5	0	0
m.14739	401	3	3	1	2	1.5	3	2
m.1474	312	0.666666666666667	0	0	0	0	0	0
m.14754	356	7.33333333333333	5.5	4.5	5	3.5	5	0.5
m.14756	396	6.66666666666667	7.5	4	6.5	1	2	2
m.14765	420	1.33333333333333	1.5	2.5	2	0.5	0.5	0.5
m.1478	617	1.33333333333333	1	2	0.5	0	0.5	0.5
m.14807	140	0	0	2	0	0	0.5	0.5
m.14813	275	1	1	2	1	0	0	1.5
m.1485	256	8	7	0	5.5	3	0	0
m.14875	111	0.666666666666667	1	0	1	1	0	0
m.1489	648	0	0	1	0	0	0	0
m.14897	346	2.33333333333333	2	1	1	0	0	0.5
m.149	282	0	0	0.5	0	0	0	0
