m.28013	833	1.5	3	2.5	1
m.28097	108	5	3	2.5	1.5
m.28137	274	2	2.5	3.5	2
m.28144	117	0.5	0	0	0.5
m.28154	158	1	1	1	0
m.2824	459	5	5.5	3.5	0.5
m.28256	203	4.5	3	2.5	3.5
m.28278	688	2.5	2.5	3	1.5
m.28313	382	1	1	0.5	0
m.1005	498	16	10.5	15	4.5
m.1152	2284	0	0.5	0.5	0
m.284	444	5.5	5.5	6	2
m.2841	371	2	2	2	0
m.28413	203	3.5	2.5	2	2.5
m.28419	437	2.5	4	3.5	2.5
m.28422	153	1.5	0	0	0
m.28430	410	4	4	3.5	2.5
m.28435	230	9.5	5.5	5.5	2
m.28438	291	3	3	3.5	0.5
m.28488	234	1	0	0.5	0
m.285	338	1	1	1.5	0
m.11543	385	7	6.5	9	6
m.28519	329	7	4.5	5.5	4
m.2853	518	2.5	3	2.5	1.5
m.28534	505	5.5	3.5	3.5	5.5
m.28537	125	1.5	1	1	0
m.28546	235	21.5	26.5	23.5	10.5
m.2856	532	17.5	16	22.5	9
m.2860	768	17	20.5	13.5	9.5
m.28620	138	0.5	0.5	1	0
m.28662	374	9.5	10.5	7.5	5
m.28742	295	2.5	2	3	2
m.11553	214	7	7	8.5	2.5
m.28770	229	1.5	2.5	2	0.5
m.2878	281	8.5	11	8.5	2.5
m.28820	245	8.5	10	9	2.5
m.28880	200	0	0.5	0.5	0
m.28999	107	1	0	2	0
m.29	104	4.5	4.5	4	4.5
m.29084	160	2.5	3	3	2
m.29137	625	1.5	2	2.5	1.5
m.29142	223	2.5	2	3.5	2.5
m.29240	253	6	6	8.5	4
m.11561	392	0	0	1	0
m.2928	364	0	1	1.5	0
m.29291	227	1.5	1	1	0.5
m.29299	328	1	2.5	5	2
m.29350	356	0.5	0.5	0.5	0
m.29428	193	11	12	10.5	8.5
m.295	166	9.5	8	8	1.5
m.29523	191	9.5	12.5	10.5	9.5
m.29527	167	0	1	0	0
m.29546	408	0.5	0	0	0.5
m.11603	537	1	1	1	0
m.29573	135	4	5	4.5	3.5
m.29601	249	2	2	1.5	1
m.29602	100	2	1.5	2	0
m.29606	138	1	1	1	1
m.29634	1184	0.5	0.5	0	0
m.297	271	2	1.5	1	0
m.2970	816	3	6	4.5	0
m.2971	483	2.5	1.5	2	1
m.29844	459	3	2	2	1
m.29861	185	16.5	11.5	11	8
m.1163	121	2.5	2.5	3	2.5
m.29888	284	6	6.5	5.5	3
m.29952	124	4	3.5	4	1.5
m.29972	1069	4	4	7	1.5
m.3004	377	3	1.5	1.5	0
m.3005	453	22.5	16	21.5	2.5
m.30104	442	9	10	11	8
m.3013	523	0	0.5	0	0.5
m.30171	172	1	1	1	0
m.30203	117	4	4.5	5	3
m.11636	357	0	2	1	0
m.3027	702	1	2	0.5	0
m.3029	290	2	1	1.5	0
m.30295	390	11	12.5	9.5	10
m.30322	115	1	1	0.5	1
m.3037	1596	0.5	1.5	1	0
m.30396	488	30.5	29.5	29	19
m.304	134	2.5	2.5	3	1.5
m.30404	107	2.5	1.5	2.5	1.5
m.30436	263	0	1.5	1	0
m.11687	197	0.5	0.5	0	0.5
m.3049	769	0	0	0.5	0
m.30492	247	6	6	9	4
m.30496	451	13	10.5	9.5	6
m.30517	248	7.5	9	6.5	3.5
m.30602	306	3	3.5	4	1.5
m.3061	248	3.5	4	4	3
m.30649	133	7.5	5.5	8	4
m.308	201	4.5	1.5	3.5	1.5
m.3082	374	1.5	2	2.5	1
m.11700	147	4	6.5	5	2.5
m.3090	880	6	5.5	5.5	2.5
m.30904	460	0	1.5	0.5	3
m.30909	383	0	0.5	0.5	0
m.30917	239	1.5	1.5	2	0
m.30927	172	30.5	27.5	25.5	18
m.30955	229	13.5	9.5	12	6
m.30957	121	1	1	0	0
m.30965	169	2	3	2.5	1
m.30968	150	4.5	4.5	5	4
m.3100	352	5.5	4.5	4.5	5.5
m.11721	335	0	1.5	0.5	0
m.31184	221	7	7	3	3.5
m.3130	1155	6	5	5.5	3
m.31300	423	5.5	4	2.5	2.5
m.3134	211	0.5	1	0.5	0.5
m.31437	438	4	6	2	1
m.31443	176	2	1.5	2	1.5
m.3146	160	5.5	3.5	3.5	1
m.31460	197	2	5	3.5	2
m.31506	166	0	0.5	0	0.5
m.1007	159	1	1	1	0.5
m.11724	829	7.5	5.5	6	3
m.3153	509	2	4	4	1
m.316	240	5	4	3.5	1.5
m.31623	358	4	3	3.5	2
m.31625	195	1.5	3	2.5	2.5
m.3167	409	0.5	1	1	0
m.3168	200	0	0.5	0	0
m.317	569	0	2	2	0.5
m.31712	115	5.5	5	5.5	0
m.3172	280	1.5	2.5	1.5	2
m.11725	118	1	0.5	1	0
m.31755	194	0	0.5	1	0.5
m.3177	109	0	0.5	0.5	0
m.3187	131	5.5	5	4.5	1.5
m.31925	182	0	1	1	0
m.31948	99	1	2	1	1
m.31989	241	8	8	7	5
m.32071	562	2.5	2.5	2	0.5
m.32074	263	0	0.5	1	0
m.32095	297	1	1.5	2.5	1
m.32107	309	1.5	3	2.5	0
m.11740	629	1	0.5	0.5	1
m.32183	330	1	0.5	1	0
m.3220	414	3	3	6	1.5
m.3221	325	7.5	6	5	3
m.32284	203	1	0.5	1	1
m.323	492	3.5	5.5	4.5	1
m.32350	106	0	0.5	0.5	0.5
m.32357	153	2	3	1.5	0
m.32358	194	1.5	0.5	0	0
m.32359	150	0	0.5	1	2
m.32372	367	0	2	0.5	0
m.11744	384	1	1.5	1	0
m.32400	152	10.5	9.5	12.5	8
m.32403	306	2	2	1	0.5
m.32424	125	0	0.5	0	1
m.32437	322	5.5	8	5	5.5
m.32472	518	0	0.5	0	0
m.3251	282	1	1.5	1	0.5
m.3255	868	4.5	4	4.5	1
m.32551	99	2.5	0	0.5	1.5
m.32564	491	0	0	0.5	0
m.32621	249	1.5	1	1.5	0.5
m.11754	237	4	3	4.5	3
m.32635	153	5	4.5	5	3
m.32645	340	0	0.5	0.5	0
m.3273	568	0	0	1.5	0
m.3276	306	0	0.5	0	0
m.32828	176	10	12	8.5	10
m.32831	225	4.5	10	4	2.5
m.32846	176	1	1.5	1	0.5
m.32852	395	2	2	4	1
m.33026	112	4	3.5	5	2
m.33059	120	1	1.5	1.5	0
m.33136	368	1	1	1.5	0.5
m.33160	897	0	0.5	2	0
m.332	282	57	64.5	52.5	50.5
m.33261	166	1.5	0	0	0
m.33410	147	0.5	1	1	0.5
m.33455	109	7	6.5	4	2
m.3347	452	0.5	0.5	0.5	0
m.33471	155	1.5	2	1.5	0
m.33472	425	5	6	3.5	1.5
m.33492	113	1	1	1.5	1
m.33503	162	2	1.5	2.5	0
m.33514	310	2.5	3	3.5	2.5
m.33520	102	0.5	3	0	0
m.33573	158	0.5	0	1.5	1
m.33585	222	3	6	3.5	0
m.33765	180	0.5	0.5	0	0
m.3377	199	5.5	5.5	5	4
m.33823	263	9.5	8	10.5	4.5
m.11786	188	5	4	4.5	0
m.33851	449	0	0.5	0	0
m.33885	143	0.5	0	1.5	0
m.33899	140	1.5	1.5	1.5	1
m.34056	168	5.5	5	4	1
m.34074	300	1	1	0	1.5
m.3410	419	3.5	2	3.5	0.5
m.34124	301	1	0.5	2	0
m.34153	162	2	2	1	0.5
m.34157	102	13	14.5	13.5	10
m.34189	296	3.5	4	6	0.5
m.11819	281	2	1	1.5	1.5
m.342	284	17	17	12	5.5
m.3422	302	1	2	1.5	2
m.34230	432	0.5	1.5	1.5	0.5
m.3426	883	0	0.5	0.5	0
m.34307	327	2	3	2.5	0
m.34320	345	4.5	4.5	5.5	1
m.34388	510	1.5	2	2	0
m.34425	200	2	2	5	1.5
m.3444	334	2.5	2	2	1
m.34462	419	8.5	8.5	7	4
m.11826	566	4.5	3.5	3	0.5
m.34493	172	7	7.5	10	3
m.34529	167	2	0	0	0
m.34604	140	2	2	1	0
m.34605	160	1	0.5	0.5	0
m.3462	8400	13	18.5	18	5.5
m.3463	3039	10.5	10	10	4.5
m.34688	318	2.5	1	1	0
m.34690	147	1	1.5	2	0.5
m.347	455	43	49.5	37	18
m.34713	109	1	1	1	0
m.10080	526	14.5	15	16.5	16
m.11831	212	0.5	1.5	1.5	1
m.3477	1085	23	20	21	6.5
m.34772	240	1.5	2	1	1
m.34789	370	0	0.5	0.5	0
m.348	295	8	8.5	4.5	4
m.34960	270	1	1	0	0
m.34980	153	1	1	1	1
m.34991	288	4	4.5	2	0.5
m.34996	174	1	1	0.5	0
m.35068	261	4	2	2	1.5
m.11832	897	9.5	7.5	7	7
m.35071	140	3	2	2.5	1
m.35100	307	0.5	0	0	0
m.35136	334	3.5	3.5	2	1
m.35147	172	1.5	1.5	1	0
m.35243	207	0.5	0.5	0.5	0
m.35307	214	0.5	0.5	1	0
m.3535	553	0.5	0.5	0	0
m.3543	203	0.5	0.5	1	0.5
m.3547	337	1.5	0	1	0.5
m.3549	388	1	0	1	0
m.1184	205	1	0	0.5	0
m.355	256	33.5	31	32.5	17.5
m.35511	123	1.5	1	1	0.5
m.35564	204	2.5	1.5	2	0.5
m.3565	211	5.5	3	1.5	0.5
m.357	733	0	0	0	0.5
m.35843	140	1.5	1.5	2	1.5
m.35895	213	1.5	1	1	0
m.35911	133	8.5	9.5	9.5	4
m.36003	135	3	3.5	2	3.5
m.11842	252	3	3.5	2	3
m.3601	988	0.5	0	0.5	0
m.36024	385	15	16.5	15	10
m.36124	147	2.5	2.5	3	2
m.3619	642	1.5	0	1	0.5
m.362	112	0.5	1.5	0.5	0
m.3621	404	1	1.5	1	1
m.36235	154	5.5	5	4.5	1
m.3627	290	3.5	3.5	4	2.5
m.36293	247	0	3	0.5	0
m.36294	179	0.5	1.5	0.5	0.5
m.11876	224	1.5	1	2	1
m.36295	190	0	0	1	0
m.36305	120	0.5	1	0.5	0
m.36358	231	1.5	1	2	0
m.36412	362	1.5	1	1	0
m.365	460	27.5	37.5	26.5	20
m.36655	249	2.5	2	1	0
m.36657	206	6.5	5.5	7	4.5
m.36658	156	6.5	5	7.5	5.5
m.36659	126	3	1	2	0
m.3666	213	34	25	33.5	15
m.1188	293	5.5	6	5.5	5
m.36673	175	2.5	0	0.5	0
m.36731	170	5	3.5	5.5	3
m.3675	482	4.5	7	3.5	1.5
m.3689	731	3.5	3	3.5	2
m.3691	708	1.5	1.5	0.5	0
m.37180	248	3	0	3.5	0
m.37188	283	1	0	0	0
m.3723	105	0.5	2	1.5	1
m.37396	133	5.5	6	5	5
m.37474	159	5.5	10.5	12	9.5
m.11907	647	0	0	1.5	0
m.3760	164	1	1.5	1	0
m.37732	163	1	0	1	1
m.37794	114	0.5	1	0	0
m.378	200	14	13	12	7
m.37833	126	7	7.5	8	6
m.37922	139	2	2	2	1
m.37941	99	0.5	0	1	0
m.11921	315	9.5	7	5.5	3.5
m.37962	437	3.5	3	2	0
m.37963	226	1	1.5	2	2
m.38034	178	0.5	1	0.5	0
m.38037	198	9.5	9.5	9.5	6
m.38038	462	6.5	9.5	7	3
m.38073	190	3.5	2.5	3.5	3
m.3808	609	27	25	21	12
m.3817	410	1	1	1	0
m.38264	113	1	1.5	1	0.5
m.38396	326	0	0	1	0
m.11924	283	0	0.5	0.5	0
m.384	422	94.5	101	86	70.5
m.38468	195	4	3	4	0.5
m.38478	153	1	0.5	1	0
m.38537	209	1	1	1	0.5
m.38555	178	1.5	0.5	0.5	0
m.38571	236	1	0.5	0.5	0
m.386	335	10	5.5	7	2
m.3861	463	0.5	1.5	1	0
m.38692	194	2.5	2.5	2.5	0.5
m.3871	422	1.5	0.5	1	0
m.38847	116	0	0.5	1	0
m.39	352	0	0.5	0	0.5
m.3914	142	2	3	3	3
m.3929	668	1	0.5	0.5	0.5
m.3936	244	5	5.5	4	3
m.395	594	7	6	6.5	1.5
m.3953	259	3	3	4	2.5
m.3970	459	4	1.5	2.5	0
m.3978	582	10	8	6	4.5
m.3981	180	2	4.5	5	1
m.10093	673	1	1	0.5	0.5
m.11960	265	1	1	1	0
m.3991	359	2	0.5	2	1
m.4	1370	44.5	27.5	31	25.5
m.4026	349	4	3	1.5	2
m.405	356	3.5	3	2	1
m.408	537	3	2.5	2.5	2
m.4092	124	18.5	21	15.5	9.5
m.4111	173	0.5	1	1	0
m.4131	303	1.5	1.5	2	1.5
m.416	307	6.5	5	4	0.5
m.4166	132	0	0	0.5	0.5
m.11993	245	1	2	1	0
m.4186	1024	0	1	0.5	0
m.4192	379	2.5	3	3.5	2
m.4199	411	3	2.5	1	0.5
m.4212	929	27	22	18	10.5
m.4224	397	11	7	11.5	3
m.4229	273	5	4	5	2.5
m.423	229	8.5	8.5	8.5	6.5
m.4233	452	2	2.5	2	0
m.4250	288	19.5	19	19.5	14.5
m.426	811	6.5	10	10.5	6
m.12002	156	1	1.5	1	0
m.4268	630	2	1.5	0.5	0
m.427	250	1.5	1.5	3	1
m.4279	306	1	0	0	0
m.428	332	4.5	3.5	3	0
m.43	257	0	0	1.5	0
m.4304	248	1.5	1.5	1.5	0
m.4309	396	0	0.5	0	0
m.431	153	1	1.5	1	0
m.4326	136	3	2.5	2.5	1.5
m.12007	433	7	8	6.5	6
m.4327	322	1	2.5	0	2
m.4353	392	4.5	5.5	5.5	2.5
m.4356	640	9	6.5	6.5	3.5
m.4358	403	2.5	3	4	1.5
m.437	429	2.5	1	3	0.5
m.4371	294	0.5	0	0	0
m.4377	263	2	1	0.5	0
m.4386	383	2.5	3	3	0.5
m.4387	576	1.5	0	0.5	0
m.4396	851	1	0.5	1	0
m.12009	511	0	1	2	0
m.4397	158	0.5	0.5	0	0
m.441	423	14	14	15	9.5
m.4416	678	0.5	0.5	0.5	1
m.443	202	2	2.5	1	0
m.444	342	0.5	0.5	0	0
m.4453	365	3	2	2.5	1
m.4511	317	1	1	0.5	0
m.4533	744	1	0.5	1.5	0
m.454	722	1	1.5	2	0.5
m.12035	180	1.5	3.5	2.5	0
m.4541	228	0	0.5	0.5	0.5
m.4567	294	1.5	1.5	1	0
m.4575	193	1.5	1.5	1	0
m.458	572	1.5	0	1	0
m.459	339	9.5	6.5	4.5	3.5
m.4593	1009	4	4.5	6	2.5
m.460	402	14.5	11	12.5	5.5
m.461	891	2	1	0.5	0
m.4616	493	2	2.5	3	0
m.462	353	5	5.5	5	1.5
m.12048	569	13.5	11.5	10.5	3.5
m.4637	291	1	1	0	0
m.4641	249	0	0.5	0.5	1
m.4645	459	0	0	0.5	0
m.4694	414	11	12.5	12	8
m.47	1132	0	0	1	0
m.471	360	0.5	0.5	0	0
m.4728	213	4	5.5	8.5	2
m.473	628	10	10	9	5.5
m.4733	390	1.5	1	0	0
m.474	402	1.5	1	1	1
m.12056	309	3	4	3	0.5
m.4747	349	10.5	7	8.5	4.5
m.4759	223	6.5	4.5	3.5	0
m.4808	367	0	0	0	0.5
m.481	1150	12	17.5	13	3.5
m.4845	303	0	0	1	0
m.4855	1250	1	0	0	0.5
m.4863	154	0	0.5	0.5	0
m.4876	497	10	9	11	8.5
m.4878	331	23	23	21	9.5
m.12069	191	0.5	0	0	0
m.4883	240	1.5	2	3	1.5
m.4889	468	2.5	2.5	3.5	1
m.4892	422	2	1	1.5	0
m.4894	508	1.5	1	0.5	0.5
m.4897	319	13.5	16.5	11.5	3
m.4900	202	5	4.5	6	1
m.4903	2982	2	0	1.5	1.5
m.491	248	12.5	12	12.5	2.5
m.4911	552	72.5	74.5	64	36
m.4921	158	12.5	10.5	10.5	5
m.12097	491	0.5	0	0.5	0.5
m.4923	315	14	14.5	16	7.5
m.494	400	7	4.5	6	4
m.4943	647	42.5	43.5	40	20
m.4946	322	1.5	1.5	1	0
m.4958	221	0.5	0	0.5	1
m.4968	676	1	0	1.5	0
m.4969	645	0.5	0	0.5	0
m.4974	208	3.5	2.5	2	1.5
m.4978	368	31.5	30.5	30.5	19
m.4988	204	4.5	4	4.5	1.5
m.10111	222	0	1.5	2	0
m.1215	381	7	8	4	1
m.4990	351	0	4.5	1.5	1
m.4998	325	2.5	3	2	2
m.500	227	0.5	0.5	0.5	0
m.5005	481	26	27	25	13
m.5012	2350	86.5	85	81.5	55
m.5020	224	8.5	7	9.5	3.5
m.5022	151	12	13.5	13.5	7.5
m.5026	617	0	0	0.5	0
m.5028	1007	24.5	26.5	23	9.5
m.12175	403	6.5	5.5	6.5	1
m.5036	327	1	0	1	1
m.5038	1493	1	0.5	1	0
m.5056	403	4	4.5	3	1.5
m.5061	506	14.5	15.5	12.5	7.5
m.5062	346	15	14.5	12	11.5
m.5064	342	6.5	10	12.5	4
m.5076	1105	4.5	5	5	3.5
m.508	371	6.5	5.5	6	1.5
m.5080	107	3	6	4	1
m.5081	198	4.5	8	5.5	2
m.12185	535	1	2	3.5	2
m.5109	131	1	1	1	0
m.5113	272	8.5	8	8	4
m.5116	342	0.5	0	0.5	0
m.5120	694	24.5	22.5	21.5	12
m.5128	376	4	3.5	3	3.5
m.5142	151	5	5	6.5	5.5
m.5146	126	5.5	7	6.5	2.5
m.5147	416	13	14	13	5.5
m.5148	167	3.5	3	3	3
m.515	303	3	3	2.5	1.5
m.12229	471	25.5	28.5	25.5	15.5
m.5150	488	2.5	3	3	2
m.5161	451	5.5	4.5	4	1.5
m.5172	212	0.5	0	1	0
m.5182	409	11.5	10.5	10.5	3
m.5185	122	1.5	2.5	2	0
m.5186	242	44	39	39.5	32
m.519	515	9.5	14.5	10.5	5.5
m.5191	2106	12	13	8.5	2
m.5199	639	2	4	4	1
m.1223	739	3	2.5	2.5	2.5
m.5203	1963	1	1	2.5	0
m.5212	302	1.5	1	2.5	0
m.5216	1018	2	0	1	1.5
m.5248	375	1.5	1	0.5	0
m.5250	227	3	3	2	3
m.5253	335	30	28.5	29	16
m.5256	138	4	5.5	5.5	4.5
m.5258	222	1.5	1.5	4	1.5
m.5266	746	1.5	1	0.5	0
m.5277	148	2	1.5	1.5	0
m.12238	232	18.5	16	17	9.5
m.5288	344	0.5	2	2.5	0
m.5290	1690	24	23	24	14.5
m.5296	670	0	0	0.5	1.5
m.5305	270	4	2	2	0
m.5309	1972	145	144	136	101.5
m.531	580	14	17	17	8.5
m.5315	882	9.5	8.5	8	2.5
m.532	113	3.5	4.5	5	1.5
m.534	225	14	16	15.5	6
m.5346	119	1.5	1.5	1.5	0
m.1225	1047	0.5	0	0.5	0
m.5352	328	0.5	2	0.5	0.5
m.5354	547	14.5	14	12	4
m.5364	172	8	8	8.5	6
m.5369	500	4.5	2.5	2.5	2
m.5376	135	0.5	1	0	0
m.5382	195	3.5	3	3	3.5
m.5390	842	5.5	9	5	4.5
m.5398	324	0	0	0.5	0
m.5400	164	4.5	3	4	1.5
m.12306	644	1.5	0.5	2	0
m.5401	114	0	0.5	0.5	0
m.5403	461	19	20	17	7.5
m.5407	595	6	6.5	8	3.5
m.5413	216	1	1.5	2	0.5
m.5415	188	4	2.5	4	0.5
m.5416	476	3.5	3.5	3	0
m.5422	1121	7.5	8.5	6.5	2
m.5425	415	42	43	35	19
m.5441	307	3	1.5	3	3
m.5442	167	13.5	13.5	13	11.5
m.12334	1458	1.5	2	1	0.5
m.5457	390	0.5	0.5	0	0
m.5459	641	1	0	0	0
m.5465	622	10.5	10	10.5	6.5
m.5473	170	5	5	4.5	1.5
m.5478	219	1	0	1.5	0
m.5484	707	3.5	1.5	1.5	0
m.5487	105	4.5	5	2.5	0.5
m.550	489	32	33	30.5	20
m.5507	231	2	3	2.5	2
m.1235	511	0.5	1	2.5	0.5
m.5516	387	3.5	4	4	1
m.552	338	5	5.5	4	1
m.5522	429	3.5	4.5	4	2.5
m.5525	456	11.5	14	11	9.5
m.5528	192	4	3	4	2
m.5538	480	12	11.5	11.5	7.5
m.5566	116	1.5	1	2	1
m.5581	320	1	0	1	0
m.5583	175	4	3.5	4	3
m.5593	175	1.5	2.5	1	2
m.1013	969	0	0.5	0	0
m.12366	358	0	0.5	0.5	1
m.56	236	8.5	8	8	4
m.5603	203	2	2.5	4.5	1
m.5605	166	6	6	6	4.5
m.5606	190	7.5	4.5	3	0
m.5611	317	12	14	14	5
m.5613	134	4.5	4	4.5	2
m.5618	330	11.5	6	3.5	0
m.5620	959	2.5	4	3.5	1.5
m.5624	813	13.5	13.5	16	6
m.5628	431	24.5	20.5	26.5	14
m.1238	450	5	3	3	1.5
m.5643	338	3	3.5	4	0.5
m.5644	430	15	14.5	12	11
m.5659	127	4.5	5	5	1
m.5664	242	12.5	12.5	13.5	8.5
m.5665	346	9	8.5	8	5.5
m.5672	207	0	0.5	1	0
m.5676	297	2.5	3.5	2	0
m.5677	398	8	6	8.5	5
m.12417	694	1.5	2	1.5	0
m.5686	252	1	0	0.5	1
m.5692	394	1	1	0.5	0.5
m.5724	205	7.5	11.5	5	0
m.5735	289	1.5	0.5	0.5	0
m.5752	384	0	0.5	0.5	0
m.5753	396	3	1.5	1.5	1
m.5755	241	2	2.5	2.5	0.5
m.578	416	0.5	0.5	0	0
m.579	570	23	23.5	19.5	15.5
m.580	344	20.5	20	20	10
m.1249	263	9	15.5	7.5	1.5
m.5803	326	0	1	0.5	0
m.5804	1293	12	9	12.5	2.5
m.5811	486	19.5	19.5	18.5	8
m.5859	199	3.5	4	4	4.5
m.5862	284	3.5	2	2.5	2.5
m.5867	472	5.5	6.5	2	1.5
m.5868	232	0.5	1	0.5	0
m.5869	404	1.5	2	3	2.5
m.5870	1080	13	11.5	14	8
m.5891	357	2	3	2.5	1
m.12517	148	0.5	1.5	2	0
m.5898	324	1	1.5	0.5	1
m.5900	332	2	1	3	1
m.592	568	1.5	2.5	2	0
m.5924	163	4	3	3	2.5
m.5940	470	14	17.5	13	7
m.5946	412	3.5	3	3.5	0.5
m.5947	328	3.5	2	0.5	1
m.595	591	9	6.5	9.5	4.5
m.5953	1295	40	41	33	13.5
m.5958	540	0.5	0.5	0	0.5
m.12521	914	17.5	17	19.5	9
m.5961	726	50.5	44.5	42	20
m.5976	440	3.5	1	2.5	1
m.5981	145	5.5	4	2.5	3
m.6000	281	11	11	8	6.5
m.6006	339	30.5	26	25	14
m.6024	399	4	4	3	2
m.6025	191	6.5	16	4	2
m.604	626	11.5	9	9.5	6
m.6042	807	0.5	1.5	0.5	0.5
m.6043	332	0	1	0	0
m.12550	201	5	4	3.5	3.5
m.6046	318	2	2	1	0
m.6058	1126	0	1	0.5	0.5
m.606	401	17	18.5	16	15.5
m.6062	535	9	10	6	3
m.6067	290	1.5	2	1.5	0
m.6076	413	0.5	0	0	0
m.6093	277	1	1	1	0
m.611	550	4.5	3	4	0.5
m.6130	287	14.5	17	13.5	9
m.12589	426	4	3.5	3	2.5
m.6137	829	1	0.5	1.5	1
m.6149	834	10	7.5	11.5	5.5
m.6153	459	3.5	2.5	3.5	1.5
m.6160	246	12	13.5	11.5	7
m.6161	297	2.5	0.5	3	0
m.6174	243	19.5	20	17	10
m.6192	463	12.5	12	18.5	10.5
m.6207	485	0.5	1	0.5	0
m.6212	640	31.5	34.5	29	13
m.12606	311	0.5	1.5	1	1
m.6219	1290	2	2.5	2.5	1.5
m.6233	239	5	5	2	1.5
m.6235	1030	2.5	1	1	0
m.6244	213	1	0	0.5	0
m.6258	470	3.5	3	3.5	3
m.6266	564	15	13.5	21.5	9.5
m.628	379	3	3	3	0
m.1261	196	1	0.5	0	0
m.6338	688	0	1	0	0
m.6354	185	4	2.5	3	2.5
m.6361	1066	18.5	17.5	16.5	5
m.6363	693	3	3.5	5	2
m.637	726	4	2.5	5.5	3
m.6370	313	16.5	14	16.5	9.5
m.6400	282	1.5	1	2	0.5
m.6404	402	1	1	1.5	0.5
m.6408	422	1	0	0.5	0
m.10132	182	1.5	1.5	1	1
m.6410	391	2	1	1.5	1.5
m.6414	454	3.5	6	4	2
m.6495	278	3	2	2.5	1
m.650	554	5.5	5	3.5	1.5
m.6505	217	1	1	0.5	1
m.651	113	7	6.5	5.5	2
m.6511	281	7.5	10	6	5
m.6516	603	2	3	1	0
m.6522	302	21.5	16.5	10	6.5
m.12642	195	26.5	29.5	29	14.5
m.6524	587	25.5	20.5	20.5	14.5
m.6525	168	2.5	2.5	2	0
m.6534	473	0	0.5	0.5	0.5
m.6554	533	13.5	23	11	8
m.6562	225	2.5	4	2.5	1
m.657	677	6.5	7.5	9	3
m.6574	602	12.5	10.5	9	2.5
