m.27714	423	1	1	2	2	0	1	1	1
m.27772	428	3	2	3	2	0	0	3	4
m.27778	204	3	3	4	2	1	0	2	2
m.27791	585	14	10	7	4	4	2	3	3
m.27802	451	1	2	1	3	1	1	1	2
m.27813	362	3	2	5	3	1	2	2	3
m.27871	99	1	0	3	3	4	3	3	3
m.2794	658	42	40	27	32	19	20	25	21
m.27948	285	4	6	4	2	1	0	3	2
m.27998	400	8	7	5	5	4	4	7	9
m.115	216	13	12	11	12	5	5	9	9
m.28013	833	2	4	1	2	2	3	2	4
m.28097	108	4	5	2	2	3	6	2	1
m.28137	274	4	2	3	4	2	3	3	1
m.28144	117	0	2	0	1	0	0	0	1
m.28154	158	2	2	2	2	2	1	1	1
m.2824	459	3	5	6	5	2	3	2	2
m.28256	203	4	4	2	2	2	2	2	2
m.28278	688	8	8	6	9	0	0	4	3
m.28313	382	2	1	0	0	0	0	0	0
m.28364	198	0	0	1	1	0	0	0	0
m.1005	498	18	15	13	16	5	8	9	13
m.1152	2284	1	1	0	0	0	0	1	2
m.284	444	9	5	6	6	3	5	8	6
m.2841	371	0	1	1	1	0	0	3	3
m.28413	203	1	1	1	4	1	1	1	5
m.28419	437	4	4	4	2	1	1	2	1
m.28422	153	0	0	3	2	1	2	0	0
m.28430	410	4	8	7	6	2	2	4	4
m.28435	230	9	6	5	5	3	5	5	4
m.28438	291	5	4	3	4	0	1	3	3
m.28488	234	1	2	1	0	0	0	0	0
m.285	338	2	2	2	2	0	0	1	0
m.11543	385	9	9	11	10	10	12	11	11
m.28519	329	7	6	4	5	4	5	6	5
m.2853	518	3	4	5	5	1	1	4	3
m.28534	505	8	8	2	4	10	10	10	9
m.28537	125	2	1	1	2	1	1	3	2
m.28546	235	23	26	26	28	11	12	17	17
m.2856	532	25	23	23	28	10	6	14	14
m.2860	768	20	19	19	19	10	8	14	17
m.28620	138	3	3	2	1	0	0	1	1
m.28662	374	5	4	12	11	4	0	1	2
m.28742	295	3	3	4	4	1	2	3	3
m.11553	214	11	12	9	12	6	6	11	8
m.28770	229	2	2	1	1	0	2	0	0
m.2878	281	12	14	8	11	4	2	2	2
m.28820	245	12	11	11	9	4	1	7	7
m.28880	200	1	0	1	1	0	0	1	1
m.28999	107	1	1	1	1	2	1	4	3
m.29	104	4	4	4	4	6	4	5	5
m.29084	160	4	5	5	3	1	2	3	2
m.29137	625	2	3	2	4	1	0	4	3
m.29142	223	3	3	5	3	0	0	2	2
m.29240	253	7	7	7	10	2	5	5	6
m.11561	392	0	1	0	1	0	0	0	0
m.2928	364	1	1	2	1	0	0	1	1
m.29291	227	1	0	1	0	0	1	0	0
m.29299	328	7	4	4	3	1	0	3	3
m.29350	356	1	2	0	0	0	0	1	1
m.29428	193	11	12	14	15	8	4	9	6
m.29450	117	1	0	0	0	2	2	1	2
m.295	166	9	9	8	8	2	2	5	4
m.29523	191	12	8	16	16	4	4	13	11
m.29527	167	4	2	0	0	1	0	2	1
m.29546	408	2	1	0	0	2	1	1	2
m.11603	537	2	2	2	2	0	0	0	1
m.29573	135	6	7	4	5	3	2	5	6
m.29601	249	3	3	2	2	1	1	1	1
m.29602	100	3	2	2	3	0	0	2	1
m.29606	138	2	2	1	1	2	2	1	2
m.29634	1184	0	0	0	0	0	0	1	0
m.297	271	3	3	3	3	1	1	1	2
m.2970	816	6	6	8	8	0	0	0	0
m.2971	483	5	2	2	2	0	0	2	1
m.29844	459	3	4	3	2	0	0	1	1
m.29861	185	18	15	19	19	15	16	15	15
m.1163	121	3	2	1	2	6	5	7	5
m.29888	284	6	6	5	4	3	4	4	3
m.29952	124	4	4	4	4	3	2	4	4
m.29972	1069	5	3	5	5	1	1	5	5
m.3004	377	4	4	2	2	2	3	5	6
m.3005	453	15	16	17	15	10	6	12	11
m.30091	627	0	0	2	0	0	0	1	2
m.30104	442	14	11	9	11	5	0	16	12
m.3013	523	2	3	1	2	1	0	1	1
m.30171	172	1	1	1	1	1	1	2	0
m.30203	117	4	6	3	7	2	1	3	4
m.11636	357	3	2	2	2	0	0	1	1
m.3027	702	2	2	1	1	0	0	0	1
m.3029	290	3	2	3	2	1	1	1	2
m.30295	390	14	10	10	12	12	11	11	11
m.30322	115	2	1	1	2	0	0	1	0
m.3037	1596	1	1	0	0	1	1	0	1
m.30396	488	34	33	28	31	23	18	26	23
m.304	134	2	2	2	3	0	1	3	2
m.30404	107	3	3	5	3	1	1	1	1
m.30436	263	1	1	1	1	0	0	1	1
m.11687	197	1	1	1	1	0	1	1	1
m.30485	225	0	1	2	3	0	0	0	1
m.3049	769	0	2	0	0	0	0	0	0
m.30492	247	8	8	9	14	8	7	6	7
m.30496	451	7	7	10	12	2	1	5	5
m.30517	248	8	6	5	5	3	3	6	6
m.30602	306	3	4	4	4	2	1	6	4
m.3061	248	4	4	4	4	3	0	3	4
m.30649	133	8	8	8	8	3	3	5	4
m.308	201	3	1	3	3	5	5	4	5
m.3082	374	3	3	1	1	0	0	3	2
m.11700	147	5	3	4	3	0	0	0	0
m.3090	880	10	9	9	8	4	4	9	8
m.30904	460	0	0	1	2	0	0	0	0
m.30909	383	1	0	2	0	0	0	0	0
m.30917	239	4	3	4	4	0	0	4	3
m.30927	172	30	26	28	30	26	16	27	26
m.30955	229	10	15	11	10	12	9	13	14
m.30957	121	2	2	2	3	0	0	2	2
m.30965	169	3	6	3	3	2	2	3	3
m.30968	150	6	5	7	5	4	4	5	5
m.3100	352	8	7	6	7	4	4	8	6
m.11721	335	2	2	0	1	1	0	0	0
m.31184	221	8	8	11	12	1	1	3	2
m.31187	410	0	1	1	0	0	0	0	0
m.3130	1155	10	9	6	11	2	2	6	10
m.31300	423	4	7	6	6	2	0	5	6
m.3134	211	1	0	1	0	1	0	3	3
m.31437	438	6	4	6	2	3	2	4	4
m.31443	176	1	3	3	2	1	0	0	1
m.3146	160	3	3	1	3	2	2	4	3
m.31460	197	7	4	5	4	0	1	6	6
m.31506	166	1	1	0	0	0	0	0	2
m.1007	159	2	2	1	1	1	0	1	2
m.11724	829	6	7	8	8	2	1	9	9
m.3153	509	4	4	4	5	1	2	2	3
m.31542	149	0	0	0	0	1	2	0	1
m.316	240	6	5	4	2	2	2	2	2
m.31623	358	6	6	7	5	6	3	6	7
m.31625	195	3	3	3	3	0	2	4	3
m.3168	200	1	0	1	0	0	0	0	0
m.317	569	3	3	3	2	0	0	1	1
m.31712	115	6	6	8	7	2	2	3	4
m.3172	280	3	3	2	3	1	1	2	2
m.11725	118	1	2	0	2	0	0	1	2
m.31755	194	1	0	1	1	0	0	1	1
m.3177	109	2	2	1	2	2	0	1	1
m.3187	131	7	7	6	7	3	4	3	2
m.31925	182	1	1	1	0	0	0	0	1
m.31948	99	2	2	1	1	0	0	1	1
m.31989	241	8	11	12	11	8	9	8	10
m.32071	562	3	3	4	3	2	1	2	3
m.32074	263	0	0	1	0	0	0	0	0
m.32095	297	2	2	1	2	1	0	1	1
m.32107	309	3	3	2	2	2	2	2	0
m.11740	629	2	1	2	0	0	0	1	1
m.32183	330	1	1	1	0	0	1	1	0
m.3220	414	5	10	5	4	2	1	3	5
m.3221	325	8	7	8	7	2	4	8	7
m.32284	203	0	0	0	1	1	1	1	1
m.323	492	10	12	6	6	3	1	7	5
m.32350	106	1	2	0	0	0	0	1	1
m.32357	153	3	4	2	2	2	2	3	2
m.32358	194	1	1	1	0	1	2	1	0
m.32359	150	0	0	1	1	0	0	1	3
m.32372	367	1	1	0	1	0	0	0	0
m.11744	384	2	2	3	3	0	0	2	1
m.32400	152	19	17	15	13	11	11	16	17
m.32403	306	2	2	2	1	0	1	0	0
m.32424	125	0	1	0	2	0	0	2	0
m.32437	322	8	8	10	8	4	5	11	7
m.32472	518	1	0	1	0	0	0	0	0
m.3251	282	3	2	2	2	1	1	3	4
m.3255	868	6	5	5	5	2	2	3	2
m.32551	99	1	2	0	0	1	2	2	1
m.32564	491	0	1	0	1	0	0	0	0
m.32621	249	1	2	2	1	0	0	2	1
m.11754	237	4	3	4	1	5	6	5	4
m.32635	153	4	6	4	7	3	5	4	6
m.32645	340	0	0	0	2	0	0	0	1
m.3273	568	0	0	1	0	0	0	0	0
m.3276	306	1	1	1	0	0	0	1	0
m.32828	176	9	13	11	9	7	6	12	11
m.32831	225	11	11	5	4	1	2	3	4
m.3284	767	0	0	0	0	0	0	0	1
m.32846	176	0	0	2	1	0	0	0	0
m.32852	395	5	3	6	3	0	0	1	0
m.33026	112	3	5	3	5	3	3	4	4
m.11767	390	1	0	0	0	0	0	0	0
m.33059	120	2	2	2	1	1	1	1	2
m.33136	368	4	2	2	1	0	0	1	1
m.33138	222	0	1	1	0	0	0	2	0
m.33160	897	0	0	2	0	0	0	0	0
m.332	282	56	63	59	57	39	33	47	43
m.33261	166	1	3	1	2	2	0	2	1
m.33410	147	1	2	0	1	1	1	1	1
m.33455	109	6	4	5	6	3	4	3	4
m.3347	452	0	1	1	2	0	0	0	0
m.33471	155	2	3	5	3	0	0	1	1
m.1177	593	0	1	0	0	0	0	1	1
m.33472	425	9	6	7	4	1	1	3	1
m.33492	113	1	1	2	1	0	0	2	1
m.33503	162	4	4	3	3	2	1	4	4
m.33514	310	4	2	2	3	4	3	5	6
m.33520	102	3	3	0	0	0	0	0	0
m.33573	158	3	1	3	3	0	0	0	1
m.33585	222	3	4	5	4	2	1	4	4
m.33765	180	1	1	0	1	0	0	2	2
m.3377	199	6	5	5	5	5	7	6	6
m.33823	263	11	8	7	12	2	3	6	6
m.11786	188	7	7	4	6	2	1	3	3
m.33851	449	1	3	0	0	0	0	0	1
m.33885	143	1	1	1	1	0	0	3	2
m.33899	140	1	1	1	2	3	2	3	3
m.34056	168	5	7	5	4	1	1	3	5
m.34074	300	3	2	2	1	0	0	2	3
m.3410	419	3	2	4	3	1	3	4	3
m.34124	301	2	1	4	2	1	0	2	2
m.34153	162	2	1	1	1	0	0	1	0
m.34157	102	17	24	14	12	8	8	11	10
m.34189	296	3	4	4	4	3	1	7	8
m.11819	281	3	3	2	1	1	2	1	1
m.342	284	17	20	16	18	7	5	7	7
m.3422	302	1	0	2	1	0	0	1	1
m.34230	432	1	2	0	1	0	0	2	2
m.34307	327	3	2	1	2	0	0	1	2
m.34320	345	8	8	5	5	2	2	6	4
m.34388	510	2	3	2	2	0	0	2	1
m.34425	200	4	2	3	3	1	2	2	3
m.3444	334	2	2	2	4	2	1	3	3
m.34462	419	5	7	7	7	3	4	4	4
m.11826	566	2	5	3	3	1	2	3	4
m.34493	172	7	5	8	8	7	7	5	3
m.34529	167	0	2	0	0	1	1	1	0
m.34604	140	3	3	2	3	4	3	3	3
m.34605	160	1	0	1	0	0	0	1	2
m.3462	8400	30	32	24	21	6	9	25	32
m.3463	3039	12	15	13	12	3	0	16	10
m.34688	318	3	3	3	2	2	1	3	3
m.34690	147	2	2	2	2	0	1	2	1
m.347	455	36	37	36	34	15	15	14	15
m.34713	109	3	2	3	1	0	0	0	0
m.10080	526	15	14	15	15	11	11	15	14
m.11831	212	3	7	1	1	0	0	2	3
m.34768	124	0	0	0	0	0	0	1	0
m.3477	1085	22	24	26	21	7	9	12	10
m.34772	240	2	2	2	1	0	0	1	1
m.34789	370	0	1	0	1	0	0	0	0
m.348	295	9	7	6	6	8	10	7	5
m.34960	270	1	1	2	1	0	0	1	0
m.34980	153	1	1	1	0	0	0	0	2
m.34991	288	5	5	4	4	2	3	2	2
m.34996	174	2	3	2	0	0	0	0	1
m.35068	261	1	0	0	1	0	1	1	2
m.11832	897	12	11	13	10	2	4	8	8
m.35071	140	2	3	3	4	3	4	3	2
m.35100	307	1	1	1	0	1	0	1	1
m.35136	334	1	2	3	3	2	0	3	2
m.35147	172	4	2	2	2	0	1	2	2
m.35243	207	0	0	1	1	0	1	2	0
m.35307	214	3	2	2	2	0	1	1	0
m.3535	553	2	1	2	3	1	0	1	1
m.3543	203	1	2	1	1	0	1	2	1
m.3547	337	0	1	2	0	0	0	3	3
m.3549	388	1	0	2	1	0	0	1	1
m.355	256	33	34	36	34	28	24	30	30
m.35511	123	3	2	3	1	0	0	3	2
m.35564	204	3	3	3	3	2	1	2	1
m.3565	211	4	6	7	6	2	1	3	3
m.357	733	0	2	0	0	0	1	1	0
m.35843	140	1	1	1	0	1	1	2	1
m.3586	360	0	0	0	0	0	0	1	1
m.35895	213	2	1	2	1	2	1	2	1
m.35911	133	9	11	9	11	5	6	5	7
m.36003	135	3	3	2	3	1	1	2	2
m.11842	252	4	3	3	3	0	0	1	1
m.3601	988	0	0	0	2	0	0	0	0
m.36024	385	16	16	21	16	8	7	11	12
m.36124	147	2	2	4	4	2	2	2	3
m.3619	642	0	1	3	1	0	0	1	1
m.362	112	2	0	1	1	0	0	0	0
m.3621	404	1	2	1	2	0	0	1	0
m.36235	154	6	7	5	6	3	4	5	3
m.3627	290	4	4	6	5	3	2	7	6
m.36293	247	2	5	1	1	1	0	1	2
m.36294	179	3	2	0	1	1	1	1	1
m.11876	224	3	2	1	2	3	1	3	3
m.36295	190	1	0	0	1	0	0	1	0
m.36305	120	1	3	0	1	0	0	0	0
m.36358	231	4	3	3	2	0	0	1	2
m.36412	362	3	2	0	1	1	0	2	1
m.365	460	28	24	26	25	7	4	13	14
m.36655	249	1	2	2	2	3	1	2	2
m.36657	206	6	8	7	7	1	3	2	1
m.36658	156	7	7	5	6	4	2	9	4
m.36659	126	3	3	3	2	0	0	1	0
m.3666	213	31	38	30	32	24	29	35	31
m.1188	293	7	7	5	7	3	3	7	7
m.36731	170	5	5	8	3	6	3	9	7
m.3675	482	6	5	3	2	3	0	3	3
m.3689	731	3	2	6	3	1	2	5	4
m.3691	708	5	4	1	3	0	0	1	1
m.37188	283	1	0	1	1	1	1	1	1
m.3723	105	2	2	3	2	0	0	0	1
m.37396	133	5	5	6	4	3	1	7	6
m.37474	159	12	9	15	14	4	3	6	7
m.11907	647	1	3	1	0	0	0	0	2
m.3760	164	2	1	1	1	0	0	1	1
m.37732	163	1	0	0	1	1	0	4	2
m.3779	703	3	3	3	2	0	0	0	1
m.37794	114	0	0	0	0	0	0	0	1
m.378	200	14	15	15	12	9	8	10	11
m.37819	132	1	1	1	1	0	0	0	0
m.37833	126	6	7	8	8	0	0	7	10
m.37922	139	2	2	2	2	1	3	2	2
m.37941	99	0	0	1	1	2	1	1	1
m.37958	188	0	2	0	0	0	0	0	0
m.11921	315	3	5	5	5	2	2	3	3
m.37962	437	4	4	2	5	5	3	5	4
m.37963	226	1	1	3	2	1	1	2	1
m.38034	178	1	2	1	1	0	0	1	1
m.38037	198	10	11	10	10	5	5	6	6
m.38038	462	9	10	7	7	2	3	4	2
m.38073	190	3	2	2	4	0	3	2	2
m.3808	609	24	26	26	22	13	14	20	20
m.3817	410	0	1	0	1	0	0	0	1
m.38264	113	1	2	1	1	0	0	1	1
m.38396	326	1	1	1	1	0	0	1	1
m.11924	283	0	0	0	1	0	0	0	0
m.384	422	98	106	92	94	77	69	102	98
m.38468	195	3	2	4	5	3	2	3	2
m.38478	153	2	1	3	1	2	1	1	1
m.38537	209	1	2	1	1	0	0	2	0
m.38555	178	2	1	2	1	1	1	2	1
m.38571	236	3	2	0	1	0	1	1	1
m.386	335	10	10	8	7	4	4	6	7
m.3861	463	2	1	1	1	0	0	1	1
m.38692	194	2	0	2	2	0	0	2	1
m.3871	422	2	1	0	0	1	1	1	1
m.11933	202	1	1	0	2	0	1	1	1
m.38847	116	2	2	0	1	0	0	2	1
m.39	352	2	2	0	1	1	1	1	2
m.3914	142	4	4	3	3	3	3	4	5
m.3929	668	2	1	0	2	0	0	1	2
m.3936	244	8	7	7	5	3	3	6	5
m.395	594	6	6	6	8	0	2	5	5
m.3953	259	3	3	5	4	0	0	1	2
m.3970	459	2	3	2	3	0	0	2	2
m.3978	582	11	12	9	14	3	2	9	6
m.3981	180	3	5	3	5	0	0	1	2
m.10093	673	3	4	1	2	0	0	1	2
m.11960	265	1	2	2	2	0	0	1	0
m.3991	359	6	4	2	2	1	2	2	3
m.4	1370	50	46	50	44	18	18	40	37
m.4026	349	2	4	3	2	4	4	4	5
m.405	356	3	2	2	3	0	0	1	3
m.408	537	4	3	4	3	0	0	4	4
m.4092	124	17	19	24	20	12	9	17	17
m.4111	173	1	2	1	1	0	0	1	0
m.4131	303	3	1	2	0	3	2	2	1
m.416	307	10	9	4	6	1	1	3	4
m.4166	132	1	0	1	0	0	0	1	0
m.11993	245	2	1	1	1	0	0	2	1
m.4186	1024	1	1	1	1	0	0	0	1
m.4192	379	6	2	4	2	3	0	5	6
m.4199	411	2	1	1	2	1	0	1	1
m.4212	929	18	24	16	20	11	10	18	17
m.4224	397	9	10	13	12	3	2	7	11
m.4229	273	6	6	3	2	0	0	0	2
m.423	229	8	8	9	9	7	8	9	9
m.4233	452	2	2	4	3	1	1	1	1
m.4250	288	19	17	23	21	15	12	16	19
m.426	811	10	11	9	8	1	1	6	6
m.12002	156	2	2	1	2	0	0	2	2
m.4268	630	1	0	1	1	0	0	0	0
m.427	250	1	1	2	2	0	0	2	2
m.4279	306	2	3	1	1	0	0	1	1
m.428	332	4	5	3	4	3	3	3	3
m.429	369	0	1	0	0	0	0	0	0
m.43	257	0	1	1	2	0	0	0	1
m.4304	248	2	1	2	2	0	1	1	2
m.4309	396	1	0	0	0	0	0	0	0
m.431	153	2	2	2	1	0	0	0	0
m.4326	136	2	1	4	3	1	1	2	1
m.12007	433	9	9	9	9	4	3	9	8
m.4327	322	6	6	5	4	0	0	3	2
m.4353	392	6	8	4	7	2	4	5	5
m.4356	640	10	11	9	11	5	4	7	5
m.4358	403	3	5	4	3	0	2	3	3
m.437	429	3	3	3	4	0	0	0	2
m.4371	294	0	0	2	1	0	0	1	0
m.4377	263	2	2	2	3	0	0	1	0
m.4386	383	4	6	3	5	1	1	5	3
m.4387	576	1	1	0	0	1	0	1	0
m.4396	851	3	2	2	1	0	0	1	1
m.12009	511	3	2	2	0	1	0	0	0
m.4397	158	2	1	0	0	0	0	1	1
m.441	423	24	20	18	20	6	5	14	15
m.4416	678	1	0	1	0	0	2	2	3
m.443	202	3	2	2	1	3	2	2	3
m.444	342	0	0	0	1	3	3	0	0
m.4449	151	0	1	0	0	1	1	2	1
m.4453	365	3	2	3	3	0	0	1	1
m.4511	317	1	1	1	2	0	0	0	0
m.4533	744	0	1	1	0	1	1	1	0
m.454	722	4	2	4	3	0	1	2	3
m.12035	180	3	3	2	2	2	4	2	3
m.4541	228	1	0	0	1	0	0	0	0
m.4567	294	2	2	3	3	0	0	2	2
m.4575	193	2	2	0	1	1	0	0	2
m.458	572	1	1	1	1	1	1	1	1
m.459	339	7	6	7	8	2	2	5	2
m.4593	1009	7	9	6	9	1	1	6	8
m.460	402	12	11	13	14	7	9	11	13
m.461	891	3	3	3	2	1	0	1	0
m.4616	493	3	3	2	2	1	0	1	2
m.462	353	6	7	7	7	6	3	5	8
m.12048	569	16	14	17	17	6	8	12	12
m.4637	291	2	2	1	2	0	0	0	0
m.4641	249	1	1	2	2	0	1	2	2
m.4645	459	0	0	0	0	0	0	0	1
m.4694	414	12	16	12	13	6	5	12	9
m.47	1132	1	2	1	1	1	1	2	1
m.471	360	0	0	0	0	0	0	2	1
m.4728	213	8	5	6	8	1	3	8	7
m.473	628	12	16	16	16	2	2	9	6
m.4733	390	1	1	2	0	0	0	0	0
m.474	402	1	1	2	2	0	0	1	4
m.12056	309	2	2	3	3	0	0	3	1
m.4747	349	9	12	13	11	12	11	12	12
m.4759	223	12	9	6	5	4	2	9	7
m.4808	367	1	0	0	0	0	0	1	1
m.481	1150	19	17	11	17	2	3	13	15
m.4811	467	2	0	0	0	0	0	0	0
m.4845	303	0	0	0	0	0	0	1	0
m.4855	1250	0	0	0	0	1	2	1	0
m.4863	154	0	0	1	1	0	0	0	0
m.4876	497	14	14	12	14	8	6	9	12
m.4878	331	22	21	21	24	7	8	12	10
m.12069	191	0	0	0	0	0	0	1	0
m.4883	240	1	1	3	1	1	0	2	2
m.4889	468	2	2	3	3	0	0	2	1
m.4892	422	4	3	0	1	1	0	2	0
m.4894	508	1	1	3	1	0	0	2	2
m.4897	319	17	16	11	12	6	7	6	6
m.4900	202	5	6	5	6	5	4	4	6
m.4903	2982	2	3	2	2	2	4	1	2
m.491	248	17	16	14	14	5	6	6	9
m.4911	552	79	78	67	68	64	61	73	71
m.4921	158	12	10	13	11	6	6	9	10
m.12097	491	0	1	1	0	0	0	0	0
m.4923	315	15	13	15	13	9	2	16	17
m.494	400	7	6	6	7	7	6	9	8
m.4943	647	42	44	48	49	30	28	33	31
m.4946	322	1	3	2	2	0	0	2	1
m.4958	221	1	2	0	2	0	0	1	1
m.4968	676	1	1	2	1	0	0	2	3
m.4969	645	1	0	0	0	0	0	0	0
m.4974	208	5	6	4	4	2	1	7	5
m.4978	368	33	34	34	31	27	27	34	34
m.4988	204	5	4	5	4	2	1	4	4
m.10111	222	1	2	2	1	0	0	1	1
m.1215	381	8	6	5	7	2	1	4	2
m.4990	351	2	2	0	1	0	0	1	1
m.4998	325	5	4	2	2	1	2	2	2
m.500	227	2	1	1	2	0	0	2	2
m.5003	527	2	1	0	1	0	0	1	2
m.5005	481	24	30	27	25	12	11	17	16
m.5012	2350	90	93	94	91	68	53	77	76
m.5020	224	10	8	10	12	4	4	9	10
m.5022	151	11	15	11	13	9	10	13	9
m.5026	617	0	0	1	0	0	0	1	1
m.5028	1007	29	27	26	29	18	19	26	27
m.12175	403	6	5	4	5	2	1	4	4
m.5036	327	2	3	3	3	2	4	2	4
m.5038	1493	0	1	0	1	0	0	0	1
m.5056	403	5	4	4	4	4	4	4	5
m.5061	506	17	16	9	11	8	8	12	11
m.5062	346	14	12	12	11	16	14	14	12
m.5064	342	10	12	9	13	1	1	8	5
m.5076	1105	6	7	5	9	2	2	7	5
m.508	371	8	7	7	8	1	2	4	5
m.5080	107	4	5	2	3	3	3	2	1
m.5081	198	11	10	12	13	5	5	7	9
m.12185	535	0	1	0	1	2	2	4	4
m.5109	131	2	3	2	2	1	2	3	1
m.5113	272	11	9	8	11	6	6	8	9
m.5116	342	2	2	2	1	0	1	1	0
m.5120	694	25	25	21	22	21	17	26	19
m.5128	376	3	2	3	5	4	3	3	4
m.5142	151	6	6	5	6	2	2	7	6
m.5146	126	8	8	8	7	4	4	7	8
m.5147	416	14	15	15	14	2	2	12	11
m.5148	167	3	3	2	3	2	2	3	2
m.515	303	3	1	3	2	0	1	1	2
m.12229	471	29	28	21	24	24	19	25	21
m.5150	488	4	6	1	4	1	1	3	2
m.5161	451	8	6	4	5	2	1	4	2
m.5169	263	0	0	0	0	0	0	0	1
m.5172	212	2	0	0	1	0	0	0	0
m.5182	409	11	11	10	11	13	16	13	13
m.5185	122	2	3	3	2	0	0	0	0
m.5186	242	51	47	42	43	35	36	35	36
m.519	515	21	18	13	14	4	6	9	9
m.5191	2106	21	17	19	19	4	6	11	13
m.5199	639	6	8	5	3	2	0	3	4
m.1223	739	3	4	2	3	1	2	2	4
m.5203	1963	1	1	1	2	0	0	0	0
m.5212	302	1	1	3	3	0	0	0	0
m.5216	1018	1	1	2	1	1	0	2	3
m.5248	375	1	1	2	2	0	1	0	0
m.5250	227	3	2	2	2	2	3	3	2
m.5253	335	34	34	33	36	22	23	25	24
m.5256	138	7	5	7	5	1	1	3	4
m.5258	222	2	2	2	2	1	0	3	1
m.5266	746	3	2	1	2	1	0	3	3
m.5277	148	2	3	1	2	1	1	2	3
m.12238	232	15	17	18	15	10	9	14	19
m.5288	344	0	0	1	2	0	0	0	0
m.5290	1690	29	32	25	28	12	7	27	30
m.5296	670	1	2	1	2	0	0	2	3
m.5305	270	5	4	5	5	1	3	3	4
m.5309	1972	154	166	144	154	91	97	117	118
