Protein	Len	S0	S0	S0	S1	S1	S1	LogFoldChange	Zstatistic	fdr	FDRup	FDRdown
m.10852	208	1	3	1	2	5	1	0.007	0.0079	0.924163	0.245932	0.791488
m.10862	241	0	2	0	0	0	0	-0.324	-0.3184	1.000000	0.475174	0.692122
m.10878	258	1	0	1	0	1	0	-0.648	-0.6459	0.977946	0.591957	0.419614
m.10883	471	33	31	27	44	41	31	0.519	2.0124	0.000000	0.000000	0.570691
m.1089	117	26	28	24	23	23	22	0.007	0.0215	0.910688	0.235718	0.792891
m.10893	298	32	56	42	53	37	19	0.259	1.2156	0.000276	0.000033	0.610041
m.10901	228	0	2	0	2	2	1	0.288	0.3128	0.395373	0.068966	0.775439
m.10905	398	3	7	9	8	12	7	-0.012	-0.0239	0.950334	0.270166	0.787380
m.10909	251	3	0	6	0	1	0	-1.516	-1.7478	0.001542	0.569964	0.000264
m.10914	217	13	10	7	11	9	12	0.408	0.9272	0.005343	0.000732	0.645293
m.10928	723	8	5	6	5	5	4	-0.169	-0.2954	1.000000	0.462236	0.703803
m.10938	346	3	7	10	16	10	7	0.469	1.2364	0.000218	0.000026	0.608144
m.10939	1302	4	7	3	6	6	6	0.553	0.9009	0.006796	0.000941	0.649445
m.10942	329	0	0	0	1	1	0	-0.192	-0.1767	0.998764	0.385435	0.751568
m.10944	532	0	2	3	1	2	0	-1.016	-1.0089	0.367800	0.608932	0.099882
m.10974	566	9	10	4	9	11	6	0.737	1.2686	0.000150	0.000017	0.605358
m.110	1165	81	147	129	112	129	109	-0.147	-1.2113	0.129299	0.595585	0.029879
m.1100	513	7	6	9	10	6	10	0.154	0.3617	0.312230	0.052923	0.765593
m.11021	150	1	1	0	0	3	0	-0.073	-0.0633	0.973326	0.300528	0.780695
m.1103	1107	0	4	0	2	0	0	0.298	0.2913	0.435303	0.077078	0.779339
m.11035	299	6	8	6	4	4	0	-0.350	-0.5697	1.000000	0.574845	0.499956
m.11041	876	0	0	0	0	1	0	-0.272	-0.2498	1.000000	0.434647	0.724495
m.11045	121	3	6	3	7	2	1	0.697	1.1164	0.000816	0.000103	0.620197
m.11092	1439	0	0	0	1	0	0	-0.390	-0.3597	1.000000	0.496729	0.668874
m.11100	1144	21	26	24	22	31	19	-0.065	-0.2198	1.000000	0.415149	0.736459
m.11107	150	21	25	22	24	23	21	0.137	0.4291	0.217637	0.035767	0.750426
m.11115	300	3	0	3	0	1	7	-0.834	-0.9421	0.490860	0.611764	0.139545
m.11137	540	1	3	3	1	1	3	-0.932	-0.9836	0.411912	0.610183	0.113773
m.11149	227	17	19	12	22	17	16	0.614	1.6678	0.000001	0.000000	0.581964
m.11152	593	3	0	3	1	3	1	-0.986	-1.0539	0.297644	0.606316	0.078374
m.1116	106	0	0	1	0	0	0	-0.461	-0.4356	1.000000	0.530790	0.617874
m.11167	387	0	0	0	1	0	0	-0.363	-0.3337	1.000000	0.483411	0.683859
m.1126	148	5	7	6	11	7	7	0.664	1.3170	0.000085	0.000009	0.601492
m.11265	213	4	3	3	4	3	4	0.155	0.2207	0.575791	0.108576	0.789777
m.11298	283	2	3	1	0	2	3	-0.357	-0.3623	1.000000	0.498014	0.667308
m.113	378	47	111	84	114	72	85	0.313	2.2266	0.000000	0.000000	0.566174
m.11313	319	1	0	0	0	0	1	-0.373	-0.3604	1.000000	0.497075	0.668454
m.1133	280	3	4	7	4	5	4	-0.558	-0.9433	0.488476	0.611728	0.138746
m.11340	155	7	3	7	4	4	6	-0.538	-0.8919	0.594306	0.612665	0.175873
m.11346	282	0	3	1	2	3	4	0.251	0.2926	0.432837	0.076569	0.779112
m.1135	538	10	9	18	14	14	24	-0.180	-0.5816	1.000000	0.577873	0.487882
m.11354	351	24	26	27	29	30	24	0.114	0.4323	0.213738	0.035080	0.749675
m.11405	546	0	1	0	2	1	0	0.232	0.2354	0.545838	0.101391	0.787938
m.1141	910	0	0	3	1	2	0	-0.949	-1.1041	0.231832	0.603015	0.058794
m.11430	456	0	0	0	0	0	1	-0.387	-0.3644	1.000000	0.499045	0.666035
m.11436	297	1	1	3	0	1	0	-1.048	-1.1401	0.192104	0.600527	0.047301
m.11443	1087	5	5	0	5	6	0	1.067	1.5173	0.000006	0.000001	0.588898
m.1145	390	0	3	3	3	0	1	-0.095	-0.1265	0.993044	0.348734	0.766297
m.11458	213	5	9	13	7	8	9	-0.607	-1.3391	0.057322	0.587410	0.011848
m.11472	334	6	11	10	9	14	7	-0.103	-0.2325	1.000000	0.423529	0.731545
m.11482	410	1	1	1	2	2	0	-0.007	-0.0079	0.938076	0.257922	0.789591
m.1149	736	2	3	4	7	6	0	0.514	0.9093	0.006297	0.000869	0.648100
m.115	216	11	15	13	18	15	19	0.327	0.9141	0.006027	0.000830	0.647340
m.1152	2284	9	2	3	0	0	6	-0.899	-1.0090	0.367632	0.608927	0.099830
m.11523	224	0	0	1	1	1	0	-0.525	-0.4997	1.000000	0.554244	0.565894
m.11536	523	0	0	0	2	2	3	0.499	0.5375	0.112954	0.017838	0.724391
m.11543	385	16	9	12	14	16	18	0.159	0.4182	0.231316	0.038187	0.752968
m.11553	214	23	22	22	40	28	18	0.566	2.1195	0.000000	0.000000	0.568215
m.11561	392	0	0	0	0	1	0	-0.192	-0.1796	0.998922	0.387492	0.750625
m.1157	147	6	5	4	8	8	6	0.574	1.0413	0.001773	0.000232	0.629203
m.11575	150	3	7	6	4	3	3	-0.396	-0.6298	0.986960	0.588799	0.437040
m.11603	537	0	6	4	4	2	6	-0.075	-0.1129	0.990229	0.338496	0.769780
m.1163	121	6	7	10	8	12	6	-0.255	-0.5881	1.000000	0.579472	0.481192
m.1164	164	3	3	1	3	2	0	0.353	0.4150	0.235450	0.038922	0.753709
m.11654	271	3	2	3	0	3	0	-0.974	-1.0043	0.375576	0.609173	0.102308
m.1168	430	1	0	3	2	1	1	-0.521	-0.6777	0.954266	0.597484	0.384928
m.11683	186	3	0	0	0	0	0	-0.355	-0.3276	1.000000	0.480162	0.687202
m.11687	197	3	3	1	1	3	0	-0.403	-0.4027	1.000000	0.516893	0.641351
m.11700	147	0	0	1	0	0	0	-0.514	-0.4675	1.000000	0.543042	0.593041
m.11724	829	9	8	7	5	10	3	-0.369	-0.6956	0.937190	0.600188	0.365407
m.11725	118	0	1	1	1	1	3	-0.411	-0.3654	1.000000	0.499534	0.665425
m.1173	565	0	0	1	0	0	1	-0.628	-0.5975	0.999835	0.581719	0.471405
m.11744	384	4	7	4	6	5	0	0.238	0.4169	0.232989	0.038484	0.753269
m.11754	237	10	7	10	10	7	7	0.059	0.1434	0.729294	0.151762	0.796065
m.11767	390	2	2	4	1	1	1	-1.291	-1.5981	0.006864	0.574938	0.001231
m.1177	593	0	0	0	0	2	0	-0.195	-0.1962	0.999597	0.399111	0.745025
m.11786	188	0	0	3	1	3	4	-0.904	-1.0502	0.303007	0.606546	0.079995
m.11819	281	9	18	12	12	10	9	0.016	0.0394	0.890792	0.222464	0.794416
m.11820	1432	0	2	4	1	3	0	-1.258	-1.5715	0.008773	0.575977	0.001590
m.11826	566	0	4	3	1	3	3	-0.912	-0.9644	0.447495	0.610995	0.125226
m.11828	346	1	0	1	1	3	0	-0.352	-0.3119	1.000000	0.471585	0.695512
m.11831	212	20	8	12	7	13	7	-0.494	-1.0862	0.253846	0.604223	0.065276
m.11832	897	20	26	21	23	26	16	0.131	0.4644	0.177499	0.028771	0.742046
m.11842	252	2	0	4	1	0	1	-1.233	-1.3253	0.063048	0.588231	0.013175
m.11872	568	0	1	0	2	1	0	0.241	0.2458	0.524767	0.096508	0.786524
m.11876	224	0	2	0	3	2	3	0.639	0.7352	0.027518	0.004054	0.679722
m.1188	293	8	11	9	10	13	16	0.116	0.2500	0.516302	0.094583	0.785928
m.11898	748	0	0	0	0	3	1	-0.188	-0.1713	0.998429	0.381584	0.753297
m.11907	647	0	0	0	0	0	1	-0.370	-0.3569	1.000000	0.495335	0.670546
m.11921	315	1	1	1	0	0	0	-0.495	-0.4942	1.000000	0.552411	0.570678
m.11924	283	0	0	4	1	2	0	-1.204	-1.3719	0.045368	0.585524	0.009151
m.11933	202	2	2	1	3	3	1	0.450	0.5392	0.111721	0.017633	0.723981
m.11971	202	0	0	0	1	2	0	-0.159	-0.1557	0.997121	0.370320	0.758093
m.11993	245	0	0	1	0	0	1	-0.432	-0.3935	1.000000	0.512772	0.647536
m.11995	326	14	8	6	11	7	10	0.578	1.1524	0.000555	0.000069	0.616291
m.12002	156	3	4	3	3	5	6	0.070	0.0954	0.812844	0.182841	0.796816
m.12007	433	8	11	21	16	17	19	-0.250	-0.7526	0.863859	0.606920	0.304467
m.12009	511	1	8	3	6	7	6	0.603	0.9393	0.004775	0.000651	0.643441
m.12028	524	1	3	0	0	1	0	-0.273	-0.2547	1.000000	0.437733	0.722421
m.12035	180	5	4	4	1	5	3	-1.158	-1.4042	0.035661	0.583757	0.007038
m.1204	135	2	0	0	1	2	0	-0.300	-0.3086	1.000000	0.469742	0.697206
m.12048	569	18	25	16	23	30	19	0.273	0.9008	0.006803	0.000942	0.649461
m.12051	247	4	3	3	4	5	1	0.236	0.3466	0.336667	0.057532	0.768762
m.12056	309	1	3	3	5	3	6	0.482	0.7024	0.035449	0.005286	0.686564
m.12069	191	1	1	0	0	0	0	-0.184	-0.1691	0.998271	0.380008	0.753991
m.12097	491	0	0	0	1	1	0	-0.480	-0.4170	1.000000	0.523094	0.631410
m.12124	155	5	2	3	2	6	0	-0.355	-0.4282	1.000000	0.527777	0.623342
m.12129	447	104	216	165	157	179	142	-0.065	-0.5988	0.999435	0.582023	0.470042
m.1215	381	6	14	6	8	10	7	0.282	0.5516	0.103064	0.016197	0.720998
m.12175	403	6	8	7	6	7	6	-0.202	-0.3851	1.000000	0.508918	0.653041
m.12185	535	6	6	3	9	7	3	0.994	1.6603	0.000001	0.000000	0.582273
m.12229	471	37	58	43	59	56	48	0.341	1.7889	0.000000	0.000000	0.577382
m.1223	739	4	5	4	3	9	4	-0.366	-0.5361	1.000000	0.565570	0.532742
m.12238	232	35	45	40	45	40	40	0.114	0.5502	0.104012	0.016354	0.721334
m.12306	644	1	4	4	2	2	1	-0.695	-0.9580	0.459730	0.611236	0.129222
m.12326	225	1	2	0	3	4	0	0.681	0.7627	0.022123	0.003227	0.674198
m.12334	1458	7	7	4	6	10	4	0.303	0.5307	0.117998	0.018678	0.726032
m.1235	511	9	4	4	3	6	4	-0.299	-0.4064	1.000000	0.518521	0.638818
m.12364	195	0	0	0	0	3	0	-0.258	-0.2490	1.000000	0.434141	0.724830
m.1238	450	7	7	6	4	6	1	-0.408	-0.6561	0.971235	0.593831	0.408511
m.1240	151	0	0	0	0	0	1	-0.248	-0.2394	1.000000	0.428005	0.728784
m.12417	694	7	8	7	6	12	9	-0.129	-0.2420	1.000000	0.429677	0.727726
m.1245	204	40	45	48	38	48	39	-0.197	-0.8917	0.594728	0.612666	0.176029
m.1249	263	6	31	21	22	14	16	0.059	0.1871	0.644070	0.126247	0.793238
m.12517	148	0	0	1	1	0	1	-0.453	-0.4656	1.000000	0.542345	0.594578
m.12521	914	28	29	30	32	30	33	0.109	0.4501	0.193005	0.031456	0.745463
m.12550	201	5	4	4	7	6	9	0.469	0.8773	0.008397	0.001173	0.653319
m.12589	426	2	0	3	0	2	0	-0.870	-0.9634	0.449394	0.611034	0.125844
m.12606	311	0	1	1	4	4	7	0.807	0.9508	0.004286	0.000582	0.641713
m.1261	196	3	9	4	4	2	6	-0.112	-0.1695	0.998296	0.380295	0.753865
m.12642	195	48	65	58	73	59	60	0.241	1.3855	0.000037	0.000004	0.596625
m.12643	211	2	2	1	1	4	0	-0.195	-0.1925	0.999483	0.396545	0.746303
m.12644	250	1	0	0	0	0	0	-0.366	-0.3408	1.000000	0.487132	0.679886
m.12647	377	0	2	0	0	1	0	-0.298	-0.2727	0.999964	0.448820	0.714498
m.12648	162	3	3	0	4	2	1	0.918	1.1350	0.000669	0.000084	0.618146
m.1265	381	0	0	1	2	0	1	0.027	0.0297	0.901880	0.229618	0.793635
m.12659	176	0	0	0	0	0	4	-0.166	-0.1527	0.996806	0.368130	0.758982
m.12662	470	16	16	22	23	19	21	0.065	0.2058	0.606183	0.116199	0.791443
m.12676	293	1	2	3	1	1	0	-1.081	-1.0299	0.333721	0.607765	0.089351
m.12686	459	3	4	6	1	4	1	-1.423	-1.8248	0.000665	0.567906	0.000112
m.12693	1749	23	17	33	20	26	21	-0.462	-1.6790	0.003137	0.572077	0.000547
m.12695	530	0	3	1	2	1	1	0.018	0.0188	0.913474	0.237737	0.792630
m.12698	142	7	13	9	17	11	10	0.617	1.5149	0.000007	0.000001	0.589022
m.12699	199	15	18	13	19	17	18	0.385	1.1398	0.000636	0.000079	0.617629
m.12709	550	23	30	24	26	26	22	0.118	0.4461	0.197525	0.032242	0.746414
m.12711	510	3	8	6	8	2	3	0.197	0.3582	0.317791	0.053964	0.766337
m.12713	362	0	1	0	0	0	0	-0.237	-0.2229	1.000000	0.417211	0.735280
m.12716	167	4	4	3	7	4	6	0.675	1.0858	0.001125	0.000144	0.623723
m.12721	179	3	0	1	0	1	7	-0.332	-0.3130	1.000000	0.472196	0.694943
m.12722	407	6	6	6	3	7	3	-0.609	-0.8636	0.654104	0.612572	0.198853
m.12724	296	3	0	3	0	0	0	-1.051	-1.0834	0.257433	0.604410	0.066339
m.12725	224	19	26	25	22	22	24	-0.080	-0.2785	0.999964	0.452308	0.711842
m.12732	698	31	38	36	35	33	36	0.029	0.1197	0.772202	0.166732	0.796754
m.12733	700	12	14	12	16	18	6	0.300	0.8054	0.015595	0.002238	0.666013
m.12740	434	14	19	22	21	21	18	-0.060	-0.2027	0.999766	0.403587	0.742738
m.12744	483	5	4	3	4	5	1	0.258	0.3621	0.311598	0.052804	0.765508
m.12757	255	16	18	12	22	14	18	0.674	1.8277	0.000000	0.000000	0.576065
m.12762	252	8	0	16	9	7	43	-0.548	-1.4127	0.033414	0.583307	0.006559
m.12764	395	0	2	1	2	2	1	0.102	0.1126	0.784456	0.171363	0.796840
m.12766	325	0	0	0	0	0	3	-0.112	-0.1080	0.989050	0.334784	0.770982
m.12770	763	1	3	1	5	3	1	0.858	1.1202	0.000784	0.000099	0.619772
m.12778	145	2	2	3	1	2	1	-1.001	-0.9825	0.413903	0.610233	0.114407
m.12781	500	4	4	4	4	3	1	-0.120	-0.1776	0.998820	0.386074	0.751277
m.12786	174	2	0	0	0	0	4	-0.077	-0.0765	0.978987	0.310696	0.778063
m.12790	138	6	9	7	14	9	1	0.626	1.3805	0.000039	0.000004	0.596959
m.12795	196	1	1	0	1	0	0	-0.356	-0.3223	1.000000	0.477301	0.690054
m.12796	156	13	18	15	21	16	22	0.376	1.1288	0.000715	0.000090	0.618822
m.12799	378	7	7	9	9	7	12	0.031	0.0668	0.855566	0.202685	0.796037
m.1281	317	1	2	0	1	2	0	-0.194	-0.1794	0.998912	0.387350	0.750690
m.12810	529	5	22	27	27	24	18	0.016	0.0588	0.866442	0.208389	0.795653
m.12813	219	8	6	10	13	9	12	0.223	0.5400	0.111145	0.017537	0.723788
m.12818	193	21	37	27	33	28	19	0.217	0.8555	0.010172	0.001433	0.657025
m.12824	377	28	15	27	27	37	31	0.043	0.1613	0.695160	0.140973	0.795146
m.12825	688	0	2	3	4	5	4	0.317	0.4422	0.202009	0.033025	0.747339
m.12829	263	4	2	1	2	4	3	0.339	0.3958	0.261383	0.043575	0.758098
m.1283	112	8	5	7	9	11	6	0.220	0.4608	0.181308	0.029429	0.742908
m.12839	312	4	10	4	8	6	3	0.533	0.9420	0.004656	0.000634	0.643032
m.12859	409	0	0	0	1	0	1	-0.299	-0.2929	0.999983	0.460790	0.705021
m.1286	2829	491	771	651	730	643	699	0.115	1.8850	0.000000	0.000000	0.574242
m.12872	385	8	4	9	5	7	7	-0.473	-0.8943	0.589249	0.612651	0.174007
m.12890	232	2	2	3	0	7	3	-0.661	-0.7581	0.855292	0.607423	0.298755
m.12895	388	4	0	1	4	3	0	0.699	0.8402	0.011613	0.001645	0.659700
m.129	503	4	6	6	5	5	1	-0.197	-0.3663	1.000000	0.499974	0.664875
m.12917	415	4	3	1	1	3	3	-0.211	-0.2138	0.999959	0.411128	0.738706
m.12931	406	0	0	1	1	0	0	-0.502	-0.5278	1.000000	0.563107	0.540526
m.12941	323	18	22	15	29	14	28	0.656	2.1045	0.000000	0.000000	0.568535
m.12945	765	0	1	1	2	1	1	-0.018	-0.0211	0.948318	0.268017	0.787788
m.1296	468	12	13	9	14	13	13	0.531	1.2155	0.000276	0.000033	0.610050
m.12970	372	2	10	10	12	8	7	0.161	0.3721	0.296077	0.049919	0.763354
m.12976	264	4	7	3	5	8	6	0.496	0.7432	0.025840	0.003796	0.678095
m.12982	418	10	7	9	6	8	7	-0.308	-0.6102	0.995538	0.584622	0.458010
m.12989	486	0	1	0	0	0	0	-0.157	-0.1587	0.997414	0.372502	0.757194
m.12991	100	34	71	57	61	53	49	0.085	0.4370	0.208107	0.034092	0.748568
m.12999	500	1	6	3	5	3	3	0.446	0.6566	0.049851	0.007556	0.696552
m.1301	177	14	22	18	15	25	25	-0.110	-0.3084	1.000000	0.469630	0.697308
m.13014	751	0	1	0	0	1	0	-0.406	-0.3653	1.000000	0.499485	0.665486
m.13024	171	0	0	1	0	3	1	-0.381	-0.3564	1.000000	0.495086	0.670843
m.13026	699	4	1	1	1	5	1	-0.398	-0.4161	1.000000	0.522711	0.632048
m.13039	212	2	0	0	0	0	3	-0.193	-0.1884	0.999336	0.393685	0.747699
m.13050	236	0	4	1	0	4	1	-0.434	-0.4611	1.000000	0.540678	0.598188
m.13075	235	6	6	3	5	5	3	0.421	0.6451	0.054182	0.008245	0.699134
m.13082	610	1	2	3	0	0	3	-0.836	-0.9065	0.563640	0.612534	0.164719
m.13085	424	7	10	7	9	8	7	0.255	0.5100	0.134505	0.021446	0.731038
m.13089	190	13	9	9	11	15	12	0.260	0.5787	0.086080	0.013403	0.714529
m.13090	174	9	9	6	9	8	6	0.465	0.8940	0.007233	0.001004	0.650563
m.13091	557	4	9	3	6	5	3	0.639	0.9903	0.002937	0.000393	0.636020
m.13094	265	0	0	0	0	0	6	-0.106	-0.1028	0.987688	0.330832	0.772229
m.13107	529	12	5	7	5	14	12	-0.286	-0.5486	1.000000	0.569148	0.520780
m.13119	549	14	18	15	13	12	3	-0.078	-0.2176	0.999998	0.413679	0.737289
m.13131	436	16	10	16	10	16	12	-0.427	-1.1567	0.175695	0.599368	0.042646
m.13133	304	15	9	18	17	15	25	-0.078	-0.2341	1.000000	0.424572	0.730911
m.13136	222	3	3	3	2	3	1	-0.456	-0.5543	1.000000	0.570729	0.515231
m.13171	608	0	1	1	0	1	0	-0.422	-0.4088	1.000000	0.519569	0.637160
m.13173	263	0	0	0	0	1	0	-0.228	-0.2296	1.000000	0.421631	0.732687
m.13180	357	7	1	3	9	4	10	1.063	1.7144	0.000000	0.000000	0.580111
m.13191	264	8	10	9	11	10	10	0.246	0.5468	0.106346	0.016741	0.722151
m.13197	189	4	6	6	6	3	9	0.070	0.1181	0.774993	0.167770	0.796778
m.132	146	1	0	0	0	0	1	-0.283	-0.2782	0.999965	0.452129	0.711981
m.13206	240	6	8	1	5	11	0	1.050	1.3322	0.000071	0.000008	0.600354
m.13208	752	0	0	1	0	0	0	-0.418	-0.4255	1.000000	0.526662	0.625310
m.13218	683	4	0	1	4	1	0	0.629	0.8095	0.015069	0.002160	0.665253
m.13226	326	4	11	4	10	13	10	0.834	1.4453	0.000017	0.000002	0.592882
m.13233	253	0	13	7	13	5	12	0.619	1.3953	0.000032	0.000003	0.595982
m.13240	197	6	6	4	7	9	4	0.436	0.7778	0.019579	0.002840	0.671248
m.13248	748	1	0	0	1	0	0	-0.260	-0.2438	1.000000	0.430831	0.726988
m.1328	203	0	2	0	2	2	1	0.381	0.3855	0.276097	0.046249	0.760406
m.13287	313	3	0	1	2	1	1	-0.109	-0.1109	0.989761	0.336982	0.770274
m.13295	297	4	5	3	1	7	3	-0.822	-0.8505	0.681578	0.612362	0.210085
m.133	397	3	3	1	2	3	1	0.326	0.3586	0.317152	0.053845	0.766252
m.13303	395	0	4	3	2	4	1	-0.331	-0.3875	1.000000	0.510028	0.651482
m.13314	295	19	30	12	23	20	34	0.629	1.8231	0.000000	0.000000	0.576217
m.1334	391	1	3	3	4	4	3	0.262	0.3938	0.264196	0.044084	0.758548
m.13347	625	0	1	0	0	0	0	-0.336	-0.3147	1.000000	0.473137	0.694060
m.13356	586	2	1	1	10	1	1	1.538	2.3371	0.000000	0.000000	0.564488
m.13371	1200	9	14	16	18	29	21	0.105	0.3176	0.386719	0.067245	0.774530
m.1339	464	11	9	15	9	24	15	-0.362	-0.8532	0.675937	0.612415	0.207740
m.134	169	4	4	3	7	5	6	0.870	1.3522	0.000055	0.000006	0.598908
